ぼ
ぼいん‐さんかくけい【母音三角形】
ぼいん‐ちょうわ【母音調和】
ぼう【坊】
ぼう【房】
ぼう【昴】
ぼう【某】
ぼう【望】
ぼう【帽】
ぼう【棒】
ぼ‐う【暮雨】
ぼう【暴】
ボウ
ぼ・う【追ふ】
ぼう【茫】
ぼう【亡】
ぼう【乏】
ぼう【卯】
ぼう【矛】
ぼう【妄】
ぼう【忙】
ぼう【呆】
ぼう【坊】
ぼう【妨】
ぼう【忘】
ぼう【芒】
ぼう【防】
ぼう【房】
ぼう【肪】
ぼう【某】
ぼう【冒】
ぼう【茅】
ぼう【剖】
ぼう【旁】
ぼう【紡】
ぼう【茫】
ぼう【望】
ぼう【眸】
ぼう【傍】
ぼう【帽】
ぼう【棒】
ぼう【貿】
ぼう【榜】
ぼう【膀】
ぼう【貌】
ぼう【暴】
ぼう【膨】
ぼう【謀】
ぼう【謗】
ぼう‐あきない【棒商い】
ぼう‐あく【暴悪】
ぼう‐あげ【棒上げ】
ぼう‐あつ【防遏】
ぼう‐あつ【暴圧】
ぼう‐あつ【膨圧】
ぼうあつ‐うんどう【膨圧運動】
ぼう‐あんき【棒暗記】
ぼう‐い【防已】
ぼう‐い【暴威】
ボウイ
ぼう‐いん【旁引】
ぼう‐いん【暴飲】
ぼう‐いん【謀印】
ボウイング
ぼういん‐ぼうしょく【暴飲暴食】
ぼう‐う【暴雨】
ぼう‐うき【棒浮き】
ぼううけ‐あみ【棒受け網】
ぼううずまき‐ぎんが【棒渦巻（き）銀河】
ぼううずまき‐せいうん【棒渦巻（き）星雲】
ぼう‐えい【防衛】
ぼうえい‐いかだいがっこう【防衛医科大学校】
ぼうえいかんけい‐ひ【防衛関係費】
ぼうえい‐きせい【防衛機制】
ぼうえいきょうりょく‐しょういいんかい【防衛協力小委員会】
ぼうえいけいかく‐の‐たいこう【防衛計画の大綱】
ぼうえい‐けんきゅうじょ【防衛研究所】
ぼうえいしせつ‐ちょう【防衛施設庁】
ぼうえい‐しゅつどう【防衛出動】
ぼうえい‐しょう【防衛相】
ぼうえい‐しょう【防衛省】
ぼうえいしょうせっち‐ほう【防衛省設置法】
ぼうえい‐せん【防衛戦】
ぼうえい‐そうび【防衛装備】
ぼうえいそうびいてん‐さんげんそく【防衛装備移転三原則】
ぼうえいそうび‐ちょう【防衛装備庁】
ぼうえい‐そうびひん【防衛装備品】
ぼうえい‐ぞく【防衛族】
ぼうえい‐たいこう【防衛大綱】
ぼうえい‐だいがっこう【防衛大学校】
ぼうえい‐だいじん【防衛大臣】
ぼうえい‐ちょう【防衛庁】
ぼうえい‐にほう【防衛二法】
ぼうえい‐ひ【防衛費】
ぼうえい‐ひみつ【防衛秘密】
ぼうえい‐へいき【防衛兵器】
ぼうえい‐りょく【防衛力】
ぼう‐えき【防疫】
ぼう‐えき【貿易】
ぼうえき‐いそんど【貿易依存度】
ぼうえき‐かん【防疫官】
ぼうえきがい‐しゅうし【貿易外収支】
ぼうえき‐きんゆう【貿易金融】
ぼうえき‐ぎん【貿易銀】
ぼうえき‐ぎんこう【貿易銀行】
ぼうえき‐しゅうし【貿易収支】
ぼうえき‐しょう【貿易商】
ぼうえき‐じゆうか【貿易自由化】
ぼうえきじゆうか‐こうしょう【貿易自由化交渉】
ぼうえきじゆうか‐りつ【貿易自由化率】
ぼうえき‐じょうけん【貿易条件】
ぼうえき‐じり【貿易尻】
ぼうえきそくしん‐けんげん【貿易促進権限】
ぼうえき‐てがた【貿易手形】
ぼうえき‐とうけい【貿易統計】
ぼうえきとりひきしえん‐きかん【貿易取引支援機関】
ぼうえき‐の‐ぎじゅつてきしょうがい【貿易の技術的障害】
ぼうえき‐ふう【貿易風】
ぼうえき‐ほけん【貿易保険】
ぼうえきほけん‐ほう【貿易保険法】
ぼうえき‐まさつ【貿易摩擦】
ぼうえき‐りっこく【貿易立国】
ぼう‐えん【防炎】
ぼう‐えん【望遠】
ぼうえん‐きょう【望遠鏡】
ぼうえんきょう‐ざ【望遠鏡座】
ぼうえん‐せっしゃ【望遠接写】
ぼうえん‐たん【望遠端】
ぼうえん‐レンズ【望遠レンズ】
ぼう‐おう【暴横】
ぼう‐おく【茅屋】
ぼうおくみ‐だち【棒衽裁ち】
ぼう‐おし【棒押し】
ぼうおん【忘音】
ぼう‐おん【忘恩】
ぼう‐おん【防音】
ぼうおん‐へき【防音壁】
ぼう‐か【防火】
ぼうか‐かんりしゃ【防火管理者】
ぼうかきじゅんてきごうひょうじ‐せいど【防火基準適合表示制度】
ぼうかきじゅんてきごうひょうじ‐マーク【防火基準適合表示マーク】
ぼうかきじゅんてんけんずみ‐しょう【防火基準点検済証】
ぼう‐かく【妄覚】
ぼうか‐ざい【防火剤】
ぼうか‐し【防鴨河使／防河使】
ぼうかじしゅてんけんずみ‐しょう【防火自主点検済証】
ぼうか‐じゅ【防火樹】
ぼうか‐じょうやく【望廈条約】
ぼうか‐すいそう【防火水槽】
ぼうか‐せん【防火線】
ぼうか‐セーフティーマーク【防火セーフティーマーク】
ぼうか‐たいしょうぶつ【防火対象物】
ぼうかたいしょうぶつ‐ていきてんけんほうこくせいど【防火対象物定期点検報告制度】
ぼうかたいしょうぶつてんけんしかく‐しゃ【防火対象物点検資格者】
ぼうか‐ちいき【防火地域】
ぼうか‐とりょう【防火塗料】
ぼうかび‐ざい【防黴剤】
ぼうか‐ふ【防火布】
ぼうか‐へき【防火壁】
ぼうかぼうさいきじゅんてんけんずみ‐しょう【防火・防災基準点検済証】
ぼうかぼうさいセーフティーマーク【防火・防災セーフティーマーク】
ぼうかぼうさいゆうりょう‐にんていしょう【防火・防災優良認定証】
ぼう‐カメ【防カメ】
ぼうかゆうりょう‐にんていしょう【防火優良認定証】
ボウ‐カラー
ぼうか‐りん【防火林】
ぼう‐かん【坊官】
ぼう‐かん【坊間】
ぼう‐かん【防寒】
ぼう‐かん【傍観】
ぼう‐かん【暴漢】
ぼうかん‐ぐ【防寒具】
ぼうかん‐の‐しょ【坊間の書】
ぼう‐が【忘我】
ぼう‐がい【妨害／妨碍／妨礙】
ぼう‐がい【望外】
ぼうがい‐ざい【妨害罪】
ぼう‐がしら【棒頭】
ぼう‐が‐つる【坊ガツル】
ぼう‐がね【坊がね】
ぼう‐がん【帽岩】
ボウ‐ガン
ぼう‐き【紡機】
ぼう‐き【耄期】
ぼう‐き【望気】
ぼう‐き【榜木】
ぼう‐き【謗毀】
ぼう‐きゃく【忘却】
ぼうきゅう‐ネット【防球ネット】
ぼう‐きょ【妄挙】
ぼう‐きょ【暴挙】
ぼう‐きょう【防共】
ぼう‐きょう【望郷】
ぼうきょう【望郷】
ぼうきょうとうみ【望郷と海】
ぼうきょうばんかかぜやてん【望郷蛮歌風や天】
ぼう‐きれ【棒切れ】
ぼう‐きん【傍近】
ぼう‐ぎ【妄議】
ぼう‐ぎ【謀議】
ぼう‐ぎゃく【暴虐】
ぼう‐ぎゃく【謀逆】
ぼう‐ぎゅう【犛牛／旄牛】
ぼう‐ぎょ【防御／防禦】
ぼうぎょ‐ぶっしつ【防御物質】
ぼうぎょ‐へいき【防御兵器】
ぼうぎょ‐りつ【防御率】
ぼう‐ぎん【棒銀】
ぼう‐ぐい【棒杙／棒杭】
ぼう‐くう【防空】
ぼうくう‐えんしゅう【防空演習】
ぼうくう‐ごう【防空壕】
ぼうくう‐しきべつけん【防空識別圏】
ぼうくう‐ずきん【防空頭巾】
ぼう‐くん【亡君】
ぼう‐くん【傍訓】
ぼう‐くん【暴君】
ぼうくんほうばつ‐ろん【暴君放伐論】
ぼうくん‐りゅう【暴君竜】
ぼう‐ぐ【防具】
ぼう‐ぐみ【棒組（み）】
ぼうぐみ‐きゃく【棒組み客】
ぼう‐グラフ【棒グラフ】
ぼうけ‐あみ【棒受網】
ぼう‐けい【亡兄】
ぼう‐けい【忘形】
ぼう‐けい【傍系】
ぼう‐けい【謀計】
ぼうけい‐いんぞく【傍系姻族】
ぼうけい‐がいしゃ【傍系会社】
ぼうけい‐けつぞく【傍系血族】
ぼうけい‐しん【傍系親】
ぼうけい‐しんぞく【傍系親族】
ぼうけい‐そんぞく【傍系尊属】
忘形(ぼうけい)の交わり
ぼうけい‐ひぞく【傍系卑属】
ぼう‐けし【棒消し】
ぼう‐けん【冒険】
ぼう‐けん【剖検】
ぼう‐けん【望見】
ぼうけん‐しょうせつ【冒険小説】
ぼう‐げ【妨碍／妨礙】
ぼう‐げき【矛戟】
ぼう‐げつ【乏月】
ぼう‐げつ【某月】
ぼう‐げつ【望月】
ぼう‐げん【妄言】
ぼう‐げん【防眩】
ぼう‐げん【暴言】
ぼう‐げん【謗言】
ぼうげん‐ミラー【防眩ミラー】
ぼう‐げんれい【房玄齢】
ぼう‐こ【房戸】
ボウ‐こ【ボウ湖】
ぼう‐こ【茫乎】
ぼう‐こう【膀胱】
ぼう‐こう【暴行】
ぼうこう‐えん【膀胱炎】
ぼうこう‐かつやくきん【膀胱括約筋】
ぼうこう‐がん【膀胱癌】
ぼうこう‐きょう【膀胱鏡】
ぼうこう‐けいぶ【膀胱頸部】
ぼうこう‐けっせき【膀胱結石】
ぼうこう‐ざい【暴行罪】
ぼうこう‐りゅう【膀胱瘤】
ぼう‐こく【亡国】
ぼう‐こく【坊刻】
ぼう‐こく【某国】
亡国(ぼうこく)の音(おん)
ぼうこくのおん【亡国の音】
ぼうこくれい‐じけん【防穀令事件】
ぼうこ‐ひょうが【暴虎馮河】
ぼう‐こん【亡魂】
ぼう‐ご【妄語】
ぼう‐ご【防護】
ぼう‐ご【旁午】
ぼうご‐の‐さいてきか【防護の最適化】
ぼうご‐ふく【防護服】
ぼうご‐むせん【防護無線】
ぼう‐さ【防砂】
ぼう‐ざ【病者】
ぼう‐さい【亡妻】
ぼう‐さい【防災】
ぼう‐さい【防塞／防寨】
ぼうさい‐かいじょし【防災介助士】
ぼうさいかがくぎじゅつ‐けんきゅうじょ【防災科学技術研究所】
ぼうさい‐かけん【防災科研】
ぼうさい‐カメラ【防災カメラ】
ぼうさい‐かんりしゃ【防災管理者】
ぼうさいかんりていきてんけんほうこく‐せいど【防災管理定期点検報告制度】
ぼうさいかんり‐てんけんしかくしゃ【防災管理点検資格者】
ぼうさいがいくせいび‐じぎょう【防災街区整備事業】
ぼうさいきしょう‐じょうほう【防災気象情報】
ぼうさいきじゅんてんけんずみ‐しょう【防災基準点検済証】
ぼうさい‐きほんけいかく【防災基本計画】
ぼうさい‐きょういく【防災教育】
ぼうさい‐きょうてい【防災協定】
ぼうさい‐きょてん【防災拠点】
ぼうさい‐ぎょうせいむせん【防災行政無線】
ぼうさいぎょうむ‐けいかく【防災業務計画】
ぼうさい‐グッズ【防災グッズ】
ぼうさい‐し【防災士】
ぼうさいしゅうだんいてん‐そくしんじぎょう【防災集団移転促進事業】
ぼうさいしゅうだんいてんそくしん‐とくべつそちほう【防災集団移転促進特別措置法】
ぼうさい‐ずきん【防災頭巾】
ぼうさいたいさくをじゅうてんてきにじゅうじつすべき‐ちいきのはんい【防災対策を重点的に充実すべき地域の範囲】
ぼうさい‐の‐ひ【防災の日】
ぼうさい‐ぶくろ【防災袋】
ぼうさい‐ヘリ【防災ヘリ】
ぼう‐さいぼう【棒細胞】
ぼうさい‐むせん【防災無線】
ぼうさいむせん‐ファックス【防災無線ファックス】
ぼうさいむせん‐メール【防災無線メール】
ぼうさいゆうりょう‐にんていしょう【防災優良認定証】
ぼうさい‐ようひん【防災用品】
ぼう‐さき【棒先】
棒先(ぼうさき)を切・る
ぼう‐さく【謀策】
ぼう‐さげ【棒下げ】
ぼう‐さだめ【坊定め】
ぼう‐さつ【忙殺】
ぼう‐さつ【謀殺】
ぼうさ‐てい【防砂堤】
ぼう‐ざとう【棒砂糖】
ぼう‐ざや【棒鞘】
ぼうさ‐りん【防砂林】
ぼう‐さん【坊さん】
ぼうさん【房山】
ぼう‐ざい【防材】
ぼう‐し【亡子】
ぼう‐し【亡姉】
ぼう‐し【亡師】
ぼう‐し【坊市】
ぼう‐し【防止】
ぼう‐し【某氏】
ぼう‐し【某紙】
ぼう‐し【某誌】
ぼう‐し【茅茨】
ぼう‐し【紡糸】
ぼう‐し【眸子】
ぼう‐し【傍視】
ぼう‐し【帽子】
ぼう‐し【暴死】
ぼう‐し【鋩子】
ぼう‐し【謀士】
ぼうし‐かぶと【帽子兜】
茅茨(ぼうし)剪(き)らず采椽(さいてん)削(けず)らず
ぼう‐しつ【亡失】
ぼう‐しつ【亡室】
ぼう‐しつ【忘失】
ぼう‐しつ【防湿】
ぼう‐しつ【房室】
ぼう‐しつ【冒疾／媢嫉】
ぼうしつかいきせい‐ひんぱく【房室回帰性頻拍】
ぼうしつ‐けっせつ【房室結節】
ぼうしつけっせつかいきせい‐ひんぱく【房室結節回帰性頻拍】
ぼうしつ‐ざい【防湿剤】
ぼうしつせつごう‐ぶ【房室接合部】
ぼうしつ‐そく【房室束】
ぼうしつ‐ブロック【房室ブロック】
ぼうしつ‐べん【房室弁】
ぼうし‐ばな【帽子花】
ぼうし‐ばり【帽子針】
ぼうしばり【棒縛】
ぼう‐しゃ【坊舎】
ぼう‐しゃ【房舎】
ぼう‐しゃ【茅舎】
ぼう‐しゃ【紡車】
ぼう‐しゃ【暴瀉】
ぼう‐しゅ【芒種】
ぼう‐しゅ【防守】
ぼう‐しゅ【謀主】
ぼう‐しゅう【防州】
ぼう‐しゅう【防臭】
ぼう‐しゅう【防集】
ぼう‐しゅう【防銹】
ぼう‐しゅう【房州】
ぼうしゅう‐いし【房州石】
ぼうしゅう‐ざい【防臭剤】
ぼうしゅう‐ずな【房州砂】
ぼうしゅう‐とりょう【防銹塗料】
ぼうしゅう‐ぼら【房州法螺】
ぼう‐しゅく【防縮】
ぼうしゅく‐かこう【防縮加工】
ぼう‐しゅつ【傍出／旁出】
ぼう‐しょ【防暑】
ぼう‐しょ【某所／某処】
ぼう‐しょ【謀書】
ぼう‐しょう【乏少】
ぼう‐しょう【芒硝】
ぼう‐しょう【冒称】
ぼう‐しょう【傍生】
ぼう‐しょう【傍証】
ぼう‐しょう【帽章】
ぼう‐しょく【防食／防蝕】
ぼう‐しょく【紡織】
ぼう‐しょく【望蜀】
ぼう‐しょく【暴食】
ぼうしょく‐ざい【防食剤】
ぼう‐しん【亡心】
ぼう‐しん【亡臣】
ぼう‐しん【亡親】
ぼう‐しん【妄信】
ぼう‐しん【防振】
ぼう‐しん【望診】
ぼう‐しん【傍心】
ぼう‐しん【傍親】
ぼう‐しん【謀臣】
ぼうしん‐ゴム【防振ゴム】
ぼうしん‐そうがんきょう【防振双眼鏡】
ほう‐じ【牓示／牓爾】
ぼう‐じ【亡児】
ぼう‐じ【防磁】
ぼう‐じ【庖仕】
ぼう‐じ【房事】
ぼう‐じしゃく【棒磁石】
ぼう‐じつ【某日】
ぼう‐じつ【望日】
ぼう‐じま【棒縞】
ぼうじゃく‐ぶじん【傍若無人／旁若無人】
ぼう‐じゅ【傍受】
ぼう‐じゅう【防獣】
ぼう‐じゅつ【棒術】
ぼう‐じゅん【防楯】
ぼう‐じゅん【茅盾】
ぼう‐じゅん【膨潤】
ぼう‐じょ【防除】
ぼう‐じょう【亡状】
ぼう‐じょう【坊城】
ぼう‐じょう【棒状】
ぼう‐じょう【暴状】
ぼうじょう‐けんまく【帽状腱膜】
ぼうじょう‐どおり【坊城通り】
ぼう‐じん【防人】
ぼう‐じん【防刃】
ぼう‐じん【防塵】
ぼう‐じん【傍人】
ぼうじん‐しつ【防塵室】
ぼうじん‐だい【防塵台】
ぼうじん‐ふく【防刃服】
ぼうじん‐マスク【防塵マスク】
ぼう‐すい【防水】
ぼう‐すい【房水】
ぼう‐すい【紡錘】
ぼうすい‐かくしつ【防水隔室】
ぼうすい‐かくへき【防水隔壁】
ぼうすい‐かこう【防水加工】
ぼうすい‐ぎ【防水着】
ぼうすい‐けい【紡錘形】
ぼうすい‐ざい【防水剤】
ぼうすい‐し【防水紙】
ぼうすい‐し【紡錘糸】
ぼうすい‐たい【紡錘体】
ぼうすいたい‐びしょうかん【紡錘体微小管】
ぼうすい‐ちゅう【紡錘虫】
ぼうすいちゅう‐せっかいがん【紡錘虫石灰岩】
ぼうすい‐ハウジング【防水ハウジング】
ぼうすい‐ふ【防水布】
ぼう‐ず【坊主】
ぼう・ず【亡ず】
ぼう・ず【謗ず】
ぼうず‐あたま【坊主頭】
ぼうず‐えり【坊主襟】
ぼうず‐おち【坊主落ち】
ぼうず‐かむろ【坊主禿】
ぼうず‐がえり【坊主還り】
ぼうず‐ガッパ【坊主ガッパ】
ぼうず‐がり【坊主刈（り）】
ぼうず‐くさ・い【坊主臭い】
ぼうず‐ごろし【坊主殺し】
ぼう‐ずし【棒鮨】
坊主(ぼうず)憎けりゃ袈裟(けさ)まで憎い
坊主(ぼうず)の鉢巻き
坊主(ぼうず)の不信心(ふしんじん)
ぼうず‐ふで【坊主筆】
ぼうず‐まくら【坊主枕】
坊主(ぼうず)丸儲(まるもう)け
ぼうず‐むぎ【坊主麦】
ぼうず‐めくり【坊主捲り】
ぼうず‐もち【坊主持ち】
ぼうず‐やま【坊主山】
ぼうず‐よみ【坊主読み】
ぼう・ずる【忘ずる】
ぼうず‐わん【坊主椀】
ぼう‐せい【昴星】
ぼう‐せい【暴政】
ぼうせい‐きょう【仿製鏡】
ぼうせい‐ぐ【防声具】
ぼうせい‐ざい【防錆剤】
ぼうせいし‐しょう【乏精子症】
ぼう‐せき【紡績】
ぼうせき‐いと【紡績糸】
ぼうせき‐きかい【紡績機械】
ぼうせき‐けんし【紡績絹糸】
ぼうせき‐こうぎょう【紡績工業】
ぼうせき‐せん【紡績腺】
ぼうせき‐つむぎ【紡績紬】
ぼうせき‐とっき【紡績突起】
ぼうせき‐めんし【紡績綿糸】
ぼう‐せつ【妄説】
ぼう‐せつ【防雪】
ぼう‐せつ【暴説】
ぼうせつ‐えん【傍接円】
ぼうせつ‐りん【防雪林】
ぼう‐せん【防染】
ぼう‐せん【防戦】
ぼう‐せん【傍線】
ぼう‐せん【棒線】
ぼうせん‐もう【防潜網】
ぼう‐ぜん【呆然】
ぼう‐ぜん【厖然／尨然】
ぼう‐ぜん【茫然】
ぼう‐ぜん【惘然】
ぼうぜん‐じしつ【茫然自失】
ぼう‐そう【妄想】
ぼう‐そう【房総】
ぼう‐そう【暴走】
ぼう‐そうおん【暴騒音】
ぼうそう‐きゅうりょう【房総丘陵】
ぼうそう‐ぞく【暴走族】
ぼうそう‐はんとう【房総半島】
ぼう‐ぞう【烹雑】
ぼう‐ぞく
ボウ‐タイ
ぼう‐たいぎゃく【謀大逆】
ぼう‐たい‐ほう【暴対法】
ぼう‐たおし【棒倒し】
ぼう‐たかとび【棒高跳び】
ぼう‐たん【妄誕】
ぼう‐たん【牡丹】
ぼう‐たん【棒炭】
ぼう‐だ【滂沱】
ぼう‐だい【防大】
ぼう‐だい【傍題】
ぼう‐だい【膨大】
ぼう‐だい【厖大／尨大】
ぼう‐だち【棒立ち】
ぼう‐だち【棒裁ち】
ぼう‐だま【棒球】
ぼう‐だら【棒鱈】
ぼう‐だん【妄断】
ぼう‐だん【妄談】
ぼう‐だん【防弾】
ぼうだん‐ガラス【防弾ガラス】
ぼうだん‐サーバー【防弾サーバー】
ぼうだん‐チョッキ【防弾チョッキ】
ぼうだん‐ホスティング【防弾ホスティング】
ぼう‐ち【某地】
ぼう‐ちぎり【棒千切り／棒乳切り】
ぼうちぎり‐き【棒千切り木】
ぼう‐ちゅう【忙中】
ぼう‐ちゅう【坊中】
ぼう‐ちゅう【防虫】
ぼう‐ちゅう【房中】
ぼう‐ちゅう【傍注／旁註】
忙中(ぼうちゅう)閑(かん)あり
ぼうちゅう‐ざい【防虫剤】
ぼう‐ちょう【坊庁】
ぼう‐ちょう【防長】
ぼう‐ちょう【防鳥】
ぼう‐ちょう【防潮】
ぼう‐ちょう【防諜】
ぼうちょう【望潮】
ぼう‐ちょう【傍聴】
ぼう‐ちょう【膨張／膨脹】
ぼうちょう‐うちゅう【膨張宇宙】
ぼうちょう‐けい【膨張計】
ぼうちょう‐けんびきょうほう【膨張顕微鏡法】
ぼうちょう‐ざい【膨張剤】
ぼうちょう‐てい【防潮堤】
ぼうちょう‐ネット【防鳥ネット】
ぼうちょう‐ひずみ【膨張歪み】
ぼうちょう‐べん【膨張弁】
ぼうちょう‐りつ【膨張率】
ぼうちょう‐りん【防潮林】
ぼうっ‐と
ぼうつい‐センター【暴追センター】
ぼう‐つき【棒突き】
ぼう‐て【貿手】
ぼう‐てい【亡弟】
ぼう‐てき【防滴】
ぼう‐てふり【棒手振り】
ぼう‐てん【傍点／旁点】
ぼう‐でん【妨電】
バウト
ぼう‐と【暴徒】
ぼう‐と
ぼう‐とう【冒頭】
ぼう‐とう【暴投】
ぼう‐とう【暴騰】
ぼうとう‐ちんじゅつ【冒頭陳述】
ぼう‐とく【亡匿】
ぼう‐とく【冒涜】
ぼう‐ど【暴怒】
ぼう‐どう【妄動】
ぼう‐どう【暴動】
ぼう‐どく【防毒】
ぼうどく‐マスク【防毒マスク】
ぼうどく‐めん【防毒面】
ぼう‐ない【坊内】
ぼう‐ない【房内】
ぼう‐に【棒煮】
ぼうになったおとこ【棒になった男】
棒(ぼう)に振・る
ぼう‐にょう【乏尿】
ぼうにょうどう‐かん【傍尿道管】
ぼうにょうどう‐せん【傍尿道腺】
ぼう‐ね【棒根】
ぼう‐ねじ【棒捻じ】
ボウネス
ボウネス‐オン‐ウィンダミア
ぼう‐ねん【忘年】
ぼう‐ねん【某年】
ぼうねん‐かい【忘年会】
ぼうねん‐の‐とも【忘年の友】
ぼう‐の‐つ【坊津】
ぼう‐はい【暴排】
ぼうはい‐じょうれい【暴排条例】
ほう‐はく【磅礴／旁礴／旁魄】
ぼう‐はく【傍白】
ぼう‐はち【亡八／忘八】
ぼう‐はつ【暴発】
ぼうは‐てい【防波堤】
ぼう‐ばな【棒鼻／棒端】
ぼう‐はん【防犯】
ぼう‐はん【謀判】
ぼう‐はん【謀叛】
ぼうはん‐カメラ【防犯カメラ】
ぼうはん‐じゃり【防犯砂利】
ぼうはんたてもの‐ぶひん【防犯建物部品】
ぼうはん‐ブザー【防犯ブザー】
ぼうばい‐ざい【防黴剤】
ぼう‐ばく【防爆】
ぼう‐ばく【茫漠】
ぼうばく‐い【防爆衣】
ぼうばく‐スーツ【防爆スーツ】
ぼう‐ばり【棒針】
ぼうばり‐あみ【棒針編み】
ボウバレー‐パークウエー
ぼう‐ひょう【妄評】
ぼう‐ひょう【暴評】
ぼう‐び【防備】
ぼう‐びき【棒引き】
ぼうびき‐かなづかい【棒引き仮名遣い】
ぼう‐びや【棒火矢／棒火箭】
ぼうび‐ろく【忘備録】
ボー‐ピープ
ぼう‐ふ【亡夫】
ぼう‐ふ【亡父】
ぼう‐ふ【亡婦】
ぼう‐ふ【防腐】
ぼう‐ふ【暴富】
ぼう‐ふう【防風】
ぼう‐ふう【暴風】
ぼうふう‐いき【暴風域】
ぼうふう‐う【暴風雨】
ぼうふうう‐けいほう【暴風雨警報】
ぼうふう‐けん【暴風圏】
ぼうふう‐せつ【暴風雪】
ぼうふうせつ‐とくべつけいほう【暴風雪特別警報】
ぼうふう‐とくべつけいほう【暴風特別警報】
ぼうふう‐りん【防風林】
ぼうふ‐ざい【防腐剤】
ぼうふ‐せき【望夫石】
ぼう‐ふら【孑孒／孑孑／棒振】
ぼうふら‐おどり【孑孒踊（り）】
ぼう‐ふり【孑孒／孑孑／棒振】
ぼう‐ふり【棒振り】
ぼうふり‐けんじゅつ【棒振り剣術】
ぼう‐ふん【暴噴】
ぼうぶら【南瓜】
ぼう‐へき【防壁】
ぼう‐へん【謀反】
ぼう‐べに【棒紅】
棒(ぼう)ほど願って針ほど叶(かな)う
ぼう‐ほん【坊本】
ぼう‐ぼ【亡母】
ぼう‐ぼう【某某】
ぼう‐ぼう【茫茫】
ぼう‐ぼう
ぼうぼうがしら【茫々頭】
ボーボージー‐パゴダ
ボーボージー‐パヤー
ぼう‐まい【亡妹】
ぼう‐まゆ【茫眉／棒眉】
ほう‐まん【飽満】
ぼう‐まん【暴慢】
ぼう‐まん【膨満】
ぼう‐みん【暴民】
ぼう‐めい【亡命】
ぼうめい‐しゃ【亡命者】
ぼうめい‐せいけん【亡命政権】
ぼうめい‐せいふ【亡命政府】
ぼう‐も【亡母】
ボウモア
ぼう‐もう【紡毛】
ぼうもう‐おりもの【紡毛織物】
ぼうもう‐し【紡毛糸】
ぼう‐もり【坊守】
ぼう‐もん【坊門】
ぼう‐もん【茅門】
ぼう‐や【坊や】
ほう‐ゆう【朋友】
ぼう‐ゆう【亡友】
ぼう‐ゆう【卯酉】
ぼう‐ゆう【忘憂】
ぼう‐ゆう【暴勇】
ぼうゆう‐けん【卯酉圏】
ぼうゆう‐せん【卯酉線】
ぼうゆう‐の‐もの【忘憂の物】
ぼう‐よう【亡羊】
ぼう‐よう【妄用】
ぼう‐よう【茫洋／芒洋】
ぼう‐よう【望洋】
ぼうようき【亡羊記】
亡羊(ぼうよう)の嘆(たん)
望洋(ぼうよう)の嘆(たん)
ぼう‐よみ【棒読み】
ボウライン
ぼう‐らく【暴落】
ぼう‐らん【棒蘭】
ぼう‐らん【暴乱】
ボウラー
ボーラー
ぼう‐り【忙裏／忙裡】
ぼう‐り【棒利】
ぼう‐り【暴吏】
ぼう‐り【暴利】
ぼうり‐こうい【暴利行為】
ぼうり‐とりしまりれい【暴利取締令】
