「うらぎりもの」のらくいんをおされる【「裏切り者」の烙印を押される】
うすあきない【薄商い】
うすあじ【薄味】
うすい【薄い】
うすいあいちゃく【薄い愛着】
うすいこーひー【薄いコーヒー】
うすいた【薄板】
うすいまく【薄い膜】
うすいろ【薄色】
うすうす【薄薄】
うすかわ【薄皮】
うすがたてれび【薄型テレビ】
うすがたテレビ【薄型テレビ】
うすがみ【薄紙】
うすきみわるい【薄気味悪い】
うすぎ【薄着】
うすぎたない【薄汚い】
うすぎぬ【薄絹】
うすぎり【薄切り】
うすくち【薄口】
うすくらがり【薄暗がり】
うすくれない【薄紅】
うすぐも【薄雲】
うすぐもり【薄曇り】
うすぐらい【薄暗い】
うすぐらいへや【薄暗い部屋】
うすげしょう【薄化粧】
うすげしょう【薄化粧】
うすごおり【薄氷】
うすさ【薄さ】
うすじ【薄地】
うすじお【薄塩】
うすずみ【薄墨】
うすちゃ【薄茶】
うすっぺら【薄っぺら】
うすで【薄手】
うすでのいふく【薄手の衣服】
うすでのいるい【薄手の衣類】
うすなさけ【薄情け】
うすのろ【薄鈍】
うすば【薄刃】
うすばか【薄馬鹿】
うすばかげろう【薄羽蜉蝣】
うすび【薄日】
うすべに【薄紅】
うすべり【薄縁】
うすみどり【薄緑】
うすめ【薄目】
うすめる【薄める】
うすもの【薄物】
うすもや【薄靄】
うすゆき【薄雪】
うすよごれる【薄汚れる】
うすらぐ【薄らぐ】
うすら－【薄ら－】
うすれび【薄れ日】
うすれる【薄れる】
うすわらい【薄笑い】
うすわらい【薄笑い】
うす－【薄－】
うず【渦】
うずうず
うずき【疼き】
うずく【疼く】
うずくまる【蹲る】
うずしお【渦潮】
うずたかい【堆い】
うずまき【渦巻き】
うずまく【渦巻く】
うずまる【埋まる】
うずめる【埋める】
うずもれる【埋もれる】
うずら【鶉】
うずらまめ【鶉豆】
うせつ【右折】
うせる【失せる】
うそ【嘘】
うそ【嘘】
うそ【鷽】
うそさむい【うそ寒い】
うそっぱち【嘘っぱち】
うそつき【嘘吐き】
うそなき【嘘泣き】
うそのきさい【うその記載】
うそのきさいをする【うその記載をする】
うそのきさいをする【うその記載をする】
うそのきょうじゅつをおしつけられる【うその供述を押しつけられる】
うそのじはく【うその[虚偽の]自白】
うそのじはくをきょうようされる【うその自白を強要される】
うそのじはくをする【うその自白をする】
うそのべんかい【うその[虚偽の]弁解】
うそはっけんき【嘘発見器】
うそはっぴゃく【嘘八百】
うそぶく【嘯く】
うそをいっちゃだめ【うそを言っちゃダメ】
うそをついているとひはんする【嘘をついていると批判する】
うぞうむぞう【有象無象】
うた【歌唄】
うたい【謡】
うたいあげる【歌い上げる】
うたいもんく【歌い文句謳い文句】
うたう【歌う】
うたう【謳う】
うたかい【歌会】
うたかた【泡沫】
うたがい【疑い】
うたがい【疑い】
うたがいなく【疑いなく】
うたがいのあるふねをついせきする【疑いのある船を追跡する】
うたがいのまなざし【疑いのまなざし】
うたがいぶかい【疑い深い】
うたがいをいだく【疑いを抱く】
うたがいをおこさせる【疑いを起こさせる】
うたがいをふかめる【疑いを深める】
うたがう【疑う】
うたがわしい【疑わしい】
うたがわしいかもつ【疑わしい貨物】
うたがわしいじょうほうもれ【疑わしい情報漏れ】
うたがわしいとうさくひん【疑わしい盗作品】
うたぐち【歌口】
うたごえ【歌声】
うたごころ【歌心】
うたたね【転た寝】
うたひめ【歌姫】
うたまくら【歌枕】
うたよみ【歌詠み】
うだつ【梲】
うだる【茹だる】
うち【内】
うち【家】
うちあい【打ち合い】
うちあい【撃ち合い】
うちあいがおさまった【撃ち合いが収まった】
うちあけばなし【打ち明け話】
うちあける【打ち明ける】
うちあげ【打ち上げ】
うちあげ【打ち上げ】
うちあげしっぱい【打ち上げ失敗】
うちあげせいこうりつ【打ち上げ成功率】
うちあげのうりょく【打ち上げ能力】
うちあげはなび【打ち上げ花火】
うちあげはなび【打ち上げ花火】
うちあげはなびにおわる【打ち上げ花火に終わる】
うちあげはなびにおわる【打ち上げ花火に終わる】
うちあげひよう【打ち上げ費用】
うちあげひよう【打ち上げ費用】
うちあげびじねす【(商業衛星)打ち上げビジネス】
うちあげる【打ち上げる】
うちあげをじゅちゅうする【(衛星の)打ち上げを受注する】
うちあわせ【打ち合わせ】
うちあわせ【打ち合わせ】
うちあわせかい【打ち合わせ会】
うちあわせる【打ち合わせる】
うちあわせをする【打ち合わせをする】
うちいり【討ち入り】
うちいわい【内祝い】
うちうみ【内海】
うちおとす【打ち落とす】
うちおとす【撃ち落とす】
うちおろす【打ち下ろす】
うちかえす【打ち返す】
うちかかる【打ち掛かる】
うちかくし【内隠し】
うちかけ【打ち掛け裲襠】
うちかた【打ち方】
うちかた【撃ち方】
うちかつ【打ち勝つ打ち克つ】
うちかぶと【内兜内冑】
うちがけ【内掛け】
うちがわ【内側】
うちき【内気】
うちきず【打ち傷】
うちきり【打ち切り】
うちきる【打ち切る】
うちきん【内金】
うちくずす【打ち崩す】
うちくだかれたせいかつ【打ち砕かれた生活】
うちくだく【打ち砕く】
うちけし【打ち消し】
うちけす【打ち消す】
うちげんかん【内玄関】
うちこむ【打ち込む】
うちころす【打ち殺す】
うちころす【撃ち殺す】
うちこわす【打ち壊す】
うちしおれる【打ち萎れる】
うちしずむ【打ち沈む】
うちしょく【内食】
うちじに【討ち死に】
うちじゅう【家中】
うちすえる【打ち据える】
うちぜい【内税】
うちそこなう【打ち損なう】
うちそこなう【撃ち損なう】
うちそと【内外】
うちたてる【打ち立てる】
うちだし【打ち出し】
うちだす【打ち出す】
うちつける【打ち付ける】
うちつづく【打ち続く】
うちつれる【打ち連れる】
うちづら【内面】
うちでし【内弟子】
うちでのこづち【打ち出の小槌】
うちとける【打ち解ける】
うちとる【打ち取る】
うちとる【討ち取る撃ち取る】
うちどころ【打ち所】
うちどめ【打ち止め打ち留め】
うちなる【内なる】
うちにわ【内庭】
うちぬく【打ち抜く打ち貫く】
うちのめす【打ちのめす】
うちのもの【内の者】
うちのり【内法】
うちはらう【打ち払う】
うちはらう【撃ち払う】
うちばらい【内払い】
うちひしぐ【打ちひしぐ】
うちひも【打ち紐】
うちぶところ【内懐】
うちべんけい【内弁慶】
うちほろぼす【討ち滅ぼす】
うちぼり【内堀内濠】
うちぽけっと【(上着の)内ポケット】
うちまかす【打ち負かす】
うちまく【内幕】
うちまくる【打ちまくる】
うちまくる【撃ちまくる】
うちまご【内孫】
うちまた【内股】
うちまわり【内回り】
うちみ【打ち身】
うちみず【打ち水】
うちむきしこう【内向き志向】
うちむきのろんり【内向きの論理】
うちもの【打ち物】
うちやぶる【打ち破る撃ち破る】
うちゅう【宇宙】
うちゅう【宇宙】
うちゅう【雨中】
うちゅういがく【宇宙医学】
うちゅうかいはつ【宇宙開発】
うちゅうかいはつ【宇宙開発】
うちゅうかいはつ【宇宙開発】
うちゅうかいはつせんしんこく【宇宙開発先進国】
うちゅうかいはつでのきょうりょく【宇宙開発での協力】
うちゅうかいはつのれきし【宇宙開発の歴史】
うちゅうかいはつよさん【宇宙開発予算】
うちゅうかいはつよさん【宇宙開発予算】
うちゅうかがく【宇宙科学】
うちゅうかがくしゃ【宇宙科学者】
うちゅうぎじゅつ【宇宙(開発)技術】
うちゅうぎじゅつ【宇宙(開発)技術】
うちゅうぎょうせい【宇宙行政】
うちゅうくうかん【宇宙空間】
うちゅうぐらし【宇宙暮らし】
うちゅうけいかく【宇宙計画[プロジェクト]】
うちゅうこうくうけんきゅうかいはつきこう【宇宙航空研究開発機構《略：ジャクサ》】
うちゅうこうくうけんきゅうかいはつきこう【宇宙航空研究開発機構】
うちゅうごみ【宇宙ゴミ[デブリ]】
うちゅうさんぎょう【宇宙産業】
うちゅうさんぎょう【宇宙産業】
うちゅうしげん【宇宙(の)資源】
うちゅうしんかろん【宇宙進化論】
うちゅうしんかろん【宇宙進化論】
うちゅうじっけんもじゅーる【宇宙実験モジュール[棟]】
うちゅうじょうやく【宇宙条約】
うちゅうじん【宇宙人】
うちゅうすてーしょん【宇宙ステーション】
うちゅうすてーしょんへのおうふく【宇宙ステーションへの往復】
うちゅうすとれす【宇宙ストレス】
うちゅうすとれすせいぶつがく【宇宙ストレス生物学】
うちゅうすとれすせいぶつがく【宇宙ストレス生物学】
うちゅうせいさく【宇宙政策】
うちゅうせん【宇宙船】
うちゅうせんりゃく【宇宙(開発)戦略】
うちゅうせんをうちあげる【宇宙船を打ち上げる】
うちゅうそりゅうし【宇宙素粒子】
うちゅうそりゅうしぶつりがく【宇宙素粒子物理学】
うちゅうそりゅうしぶつりがくしゃ【宇宙素粒子物理学者】
うちゅうたいざい【宇宙滞在】
うちゅうたいようはつでん【宇宙太陽発電】
うちゅうたいようはつでんしょ【宇宙太陽発電所】
うちゅうたんさ【宇宙探査】
うちゅうたんさき【宇宙探査機】
うちゅうたんさきがわくせいにむかう【宇宙探査機が惑星に向かう】
うちゅうたんさきをうちあげる【宇宙探査機を打ち上げる】
うちゅうたんさのひよう【宇宙探査の費用】
うちゅうたんさのひよう【宇宙探査の費用】
うちゅうたんじょう【宇宙誕生】
うちゅうたんじょうじのじょうたいをさいげんする【宇宙誕生時の状態を再現する】
うちゅうちょうきたいざい【宇宙(での)長期滞在】
うちゅうでえたでーた【宇宙で得たデータ】
うちゅうでくらす【宇宙で暮らす】
うちゅうにせいめいたいがそんざいするかをさぐる【宇宙に生命体が存在するかを探る】
うちゅうのあんぜんほしょう【宇宙の安全保障】
うちゅうのあんぜんほしょうきょうりょく【宇宙の安全保障協力】
うちゅうのおいたち【宇宙の生い立ち】
うちゅうのきげん【宇宙の起源[成り立ち]】
うちゅうのきげん【宇宙の起源】
うちゅうのそうせい【宇宙の創成[創造]】
うちゅうのそうぞう【宇宙の創造】
うちゅうのたんじょう【宇宙の誕生】
うちゅうのなぞ【宇宙の謎】
うちゅうのへいわりよう【宇宙の平和利用】
うちゅうのへいわりよう【宇宙の平和利用】
うちゅうのぼうちょう【宇宙の膨張】
うちゅうのれきし【宇宙の歴史[宇宙史]】
うちゅうはあんこくだった【宇宙は暗黒だった】
うちゅうひこう【宇宙飛行】
うちゅうひこう【宇宙飛行】
うちゅうひこう【宇宙飛行】
うちゅうひこうし【宇宙飛行士】
うちゅうひこうし【宇宙飛行士】
うちゅうひこうしがそうさするろぼっとあーむ【宇宙飛行士が操作するロボットアーム】
うちゅうひこうしこうほしゃ【宇宙飛行士候補者】
うちゅうびじねす【宇宙ビジネス】
うちゅうふく【宇宙服】
うちゅうふく【宇宙服】
うちゅうぶつりがく【宇宙物理学】
うちゅうぶつりがくしゃ【宇宙物理学者】
うちゅうぷろじぇくと【宇宙プロジェクト】
うちゅうゆそうせん【宇宙輸送船】
うちゅうをたんけんする【宇宙を探検する】
うちゅうをへいわのためにりようする【宇宙を平和のために利用する】
うちょうてん【有頂天】
うちよせる【打ち寄せる】
うちわ【内輪】
うちわ【内輪】
うちわ【団扇】
うちわく【内枠】
うちわけ【内訳】
うちわたし【内渡し】
うちわで【内輪で】
うちわのあつまり【(ささやかな)内輪の集り】
うちわのあらそい【内輪の争い】
うちわのけっこんしき【内輪の結婚式】
うちわのしょくじ【内輪の食事】
うちわばなし【内輪[内緒]話】
うちわもめ【内輪もめ】
うちわもめをつづける【内輪もめを続ける】
うちゲバ【内ゲバ】
うちポケット【内ポケット】
うちモンゴル【内モンゴル】
うっ
うっかり
うっくつ【鬱屈】
うっけつ【鬱血】
うっすら
うっせき【鬱積】
うっそう【鬱蒼】
うったえ【訴え】
うったえ【訴え】
うったえる【訴える】
うったえをしりぞける【(遺族の)訴えを退ける】
うったえをみとめる【(原告の)訴えを認める】
うっちゃらかす
うっちゃり
うっちゃる
うってかわる【打って変わる】
うってつけ【打って付け】
うってでる【打って出る】
うっとうしい【鬱陶しい】
うっとうしいきせつ【うっとうしい季節】
うっとり
うっぷん【鬱憤】
うつ【打つ】
うつ【撃つ】
うつ【討つ】
うつ【鬱】
うつうつ【鬱鬱】
うつぎ【空木】
うつくしい【美しい】
うつくしいかわ【美しい川】
うつくしいけいかん【美しい景観】
うつくしいこえ【美しい声】
うつくしさ【美しさ】
うつくしさ【美しさ】
うつくしさをたもつ【美しさを保つ】
うつくしさをめでる【美しさを愛でる】
うつけ【空け】
うつし【写し】
うつしだす【映し出す】
うつじょうたい【鬱状態】
うつじょうたい【鬱状態】
うつす【写す】
うつす【映す】
うつす【移す】
うつぜん【鬱然】
うつつ【現】
うつて【打つ手】
うつびょう【鬱病】
うつびょう【鬱病】
うつびょうかんじゃ【うつ病患者】
うつびょうかんじゃ【うつ病患者】
うつびょうなどのこころのやまい【うつ病などの心の病】
うつびょうをわずらう【うつ病を患う】
うつぶせ【俯せ】
うつぶせる【俯せる】
うつぼ【鱓】
うつぼかずら【靫蔓】
うつぼつ【鬱勃】
うつむき【俯き】
うつむく【俯く】
うつむける【俯ける】
うつらうつら
うつり【映り】
うつりかわり【移り変わり】
うつりかわる【移り変わる】
うつりが【移り香】
うつりぎ【移り気】
うつりすむ【移り住む】
うつりょうとう【うつりょう(鬱陵)島】
うつる【写る】
うつる【映る】
うつる【移る】
うつろ【空ろ虚ろ】
うつろう【移ろう】
うつわ【器】
うてき【雨滴】
うてな【台】
うてん【雨天】
うてんをけいさんにいれてはやめにしごとをおえる【雨天を計算に入れて早めに仕事を終える】
うで【腕】
うで【腕】
うできき【腕利き】
うでぎ【腕木】
うでくらべ【腕比べ腕競べ】
うでぐみ【腕組み】
うでこき【腕扱き】
うでじまん【腕自慢】
うでずく【腕ずく】
うでずもう【腕相撲】
うでずもう【腕相撲】
うでたてふせ【腕立て伏せ】
うでだめし【腕試し】
うでっぷし【腕っ節】
うでどけい【腕時計】
うでどけい【腕時計】
うでどけいがたたんまつ【腕時計型端末】
うでどけいのばんど【腕時計のバンド】
うでのせんたん【腕の先端】
うでまえ【腕前】
うでまくら【腕枕】
うでまくり【腕捲り】
うでまくりする【腕まくりする】
うでる【茹でる】
うでわ【腕輪】
うでわ【腕輪】
うでわ【腕輪】
うでをふるまう【腕を振るう】
うでをみがく【腕を磨く】
うとい【疎い】
うとう【善知鳥】
うとうと
うとましい【疎ましい】
うとましさ【疎ましさ】
うとんじる【疎んじる】
うど【独活】
うどん【饂飩】
うどんげ【優曇華】
うながす【促す】
うなぎ【鰻】
うなぎのさんらん【ウナギの産卵】
うなされる【魘される】
うなじ【項】
うなじゅう【鰻重】
うなずく【頷く】
うなずける【頷ける】
うなだれる【項垂れる】
うなり【唸り】
うなりごえ【うなり声】
うなる【唸る】
うに【海胆雲丹】
うぬぼれ【自惚れ】
うぬぼれ【自惚れ】
うぬぼれがつよい【うぬぼれが強い】
うぬぼれのこうどう【うぬぼれの行動】
うぬぼれる【自惚れる】
うね【畝】
うねうね
うねおり【畝織り】
うねり
うねり【うねり】
うねりをうみだす【うねりを生み出す】
うねる
うのはな【卯の花】
うのみ【鵜呑み】
うのめたかのめ【鵜の目鷹の目】
うは【右派】
うは【右派】
うはせいけん【右派政権】
うはてきけんかい【右派的見解】
うはてきしゅちょう【右派的主張】
うば【乳母】
うばいあう【奪い合う】
うばいかえす【奪い返す】
うばいとる【奪い取る】
うばう【奪う】
うばうことのできないてんぷのけんり【奪うことのできない天賦の権利】
うばがい【姥貝】
うばぐるま【乳母車】
うばざくら【姥桜】
うばすて【姥捨て】
うばすて【姥捨て】
うばわれたきんがく【奪われた金額】
うふ
うぶ【初心初】
うぶぎ【産着】
うぶげ【産毛】
うぶごえ【産声】
うぶゆ【産湯】
うへん【右辺】
うま【午】
うま【馬】
うま【馬】
うまい【甘い旨い】
うまいことばをみいだす【(…を表わす)上手い言葉を見いだす】
うまいち【馬市】
うまうま
うまかた【馬方】
うまく【甘く旨く】
うまごや【馬小屋】
うまごやし【馬肥やし】
うまさ【甘さ旨さ】
うまざけ【美酒】
うまづら【馬面】
うまとび【馬跳び】
うまに【甘煮旨煮】
うまのあし【馬の脚】
うまのほね【馬の骨】
うまのり【馬乗り】
うまみ【旨み旨味】
うまや【厩】
うまる【埋まる】
うまれ【生まれ】
うまれあわせる【生まれ合わせる】
うまれかわる【生まれ変わる】
うまれつき【生まれ付き】
うまれつく【生まれ付く】
うまれながら【生まれながら】
うまれる【生まれる】
うまをのりかえる【馬を乗りかえる】
うみ【海】
うみ【生み産み】
うみ【膿】
うみあいさ【海秋沙】
うみう【海鵜】
うみうし【海牛】
うみがめ【海亀】
うみすずめ【海雀】
うみせんやません【海千山千】
うみたて【産み立て】
うみだす【生み出す産み出す】
うみつける【産み付ける】
うみつばめ【海燕】
うみづき【産み月】
うみなり【海鳴り】
うみにてんらくする【海に転落する】
うみねこ【海猫】
うみのおや【生みの親産みの親】
うみのせいぶつ【海の生物】
うみびらき【海開き】
うみへび【海蛇】
うみべ【海辺】
うみほおずき【海酸漿】
うみぼうず【海坊主】
うみやま【海山】
うみをうめたてる【海を埋め立てる】
うむ【倦む】
うむ【有無】
うむ【生む産む】
うむ【膿む】
うめ【梅】
うめ【梅】
うめあわせ【埋め合わせ】
うめあわせ【埋め合わせ】
うめあわせる【埋め合わせる】
うめきごえ【呻き声】
うめきざいく【埋め木細工】
うめく【呻く】
うめくさ【埋め草】
うめしゅ【梅酒】
うめず【梅酢】
うめたて【埋め立て】
うめたて【埋め立て】
うめたてけいかく【埋め立て計画[案]】
うめたてこうじ【埋め立て工事】
うめたてこうじ【埋め立て工事】
うめたてしょうにん【埋め立て(の)承認】
うめたてしょぶんじょう【埋め立て処分場】
うめたてち【埋め立て地】
うめたてちにかっそうろをつくる【埋め立て地に滑走路をつくる】
うめたてちのしゅうへんぶ【埋め立て地の周辺部】
うめたてのしんせい【埋め立ての申請】
うめたてのためのかんきょうえいきょうひょうか【埋め立てのための環境影響評価】
うめたてのめんきょ【埋め立ての免許】
うめたてよていち【埋め立て予定地】
うめたてる【埋め立てる】
うめのかおり【梅の香り】
うめのき【梅の木】
うめのき【梅の木】
うめのはな【梅の花】
うめのはな【梅の花】
うめぼし【梅干し】
うめぼし【梅干し】
うめもどき【梅擬き】
うめる【埋める】
うもう【羽毛】
うもれぎ【埋もれ木】
うもれる【埋もれる】
うやうやしい【恭しい】
うやまう【敬う】
うやむや【有耶無耶】
うやむやになる【うやむやになる】
うゆう【烏有】
うようよ
うよきょくせつ【紆余曲折】
うよきょくせつ【紆余曲折】
うよきょくせつがさけられない【(…には)紆余曲折が避けられない】
うよきょくせつがよそうされる【紆余曲折が予想される】
うよきょくせつをへる【紆余曲折を経る】
うよく【右翼】
うよく【右翼】
うよくぐん【右翼軍】
うよくだんたい【右翼団体】
うよくだんたい【右翼団体】
うよくだんたいかんぶ【右翼団体幹部】
うよくのがいせんかつどう【右翼の街宣活動】
うら【浦】
うら【裏】
うらうち【裏打ち】
うらうら
うらおもて【裏表】
うらかいどう【裏街道】
うらかた【裏方】
うらかたしごと【裏方仕事】
うらがえし【裏返し】
うらがえす【裏返す】
うらがえる【裏返る】
うらがき【裏書き】
うらがき【裏書き】
うらがきにん【裏書き人】
