かねもちゆうぐう【金持ち優遇】
めがそーらーはつでんじぎょうにしんしゅつする【メガソーラー発電事業に進出する】
めがね【眼鏡】
めがね【眼鏡】
めがねがたたんまつ【メガネ型端末】
めがねがたをかいはつする【メガネ型端末を開発する】
めがねけーす【眼鏡ケース】
めがねてん【眼鏡店】
めがねをかけている【眼鏡をかけている】
めがねをかける【眼鏡をかける】
めがねをはずす【眼鏡をはずす】
めがみ【女神】
めきき【目利き】
めきめき
めくぎ【目釘】
めくされがね【目腐れ金】
めくじら【目くじら】
めくそ【目糞】
めくばせ【目配せ】
めくばり【目配り】
めくる【捲る】
めくるめく【目眩めく】
めぐすり【目薬】
めぐまれる【恵まれる】
めぐみ【恵み】
めぐむ【恵む】
めぐむ【芽ぐむ】
めぐらす【巡らす】
めぐり【巡り】
めぐりあい【巡り会い】
めぐりあう【巡り会う】
めぐりあわせ【巡り合わせ】
めぐる【巡る】
めげる
めこぼし【目溢し】
めさき【目先】
めさきのせいか【目先の成果】
めさきのりえき【目先の利益】
めされる【召される】
めざし【目刺し】
めざす【目指す目差す】
めざとい【目敏い】
めざまし【目覚まし】
めざましい【目覚ましい】
めざましいはってん【目ざましい発展】
めざましどけい【目覚まし時計】
めざめ【目覚め】
めざめる【目覚める】
めざる【目笊】
めざわり【目障り】
めし【飯】
めしあがる【召し上がる】
めしかかえる【召し抱える】
めした【目下】
めしつかい【召使い】
めしべ【雌蕊】
めじ【目地】
めじまぐろ【めじ鮪】
めじり【目尻】
めじるし【目印】
めじろ【目白】
めす【召す】
めす【雌牝】
めすざる【メス猿】
めすねこ【雌猫】
めずらしい【珍しい】
めずらしいひょうほん【珍しい標本】
めずらしがる【珍しがる】
めせん【目線】
めそめそ
めたて【目立て】
めたるうっど【メタルウッド《ゴルフ》】
めたるふれーむ【メタルフレーム《眼鏡の》】
めだか【目高】
めだったこうどう【目立った行動】
めだつ【目立つ】
めだま【目玉】
めだるあらそい【メダル争い】
めだるあらそい【メダル争い】
めだるをかくとくする【(金)メダルを獲得する】
めちがい【目違い】
めちゃくちゃ【滅茶苦茶】
めっき【鍍金】
めっきり
めっきん【滅菌】
めっきんしょち【減菌処置】
めっけもの【目っけ物】
めっしほうこう【滅私奉公】
めっせーじこうかん【メッセージの交換】
めっせーじのほかん【メッセージの保管《Eメール》】
めっせーじをうけとる【(…から)メッセージを受け取る】
めっせーじをうけとる【(…からの)メッセージを受け取る】
めっせーじをつたえる【メッセージを伝える】
めっせーじをはいしんする【メッセージを配信する】
めっせーじをはっしんする【(…へ)メッセージを発信する】
めっせーじをはっぴょうする【メッセージを発表する】
めっせーじをむしする【(…からの)メッセージを無視する】
めっそう【滅相】
めった【滅多】
めったやたら【滅多矢鱈】
めっぽう【滅法】
めつき【目付き】
めつけ【目付け】
めつぶし【目潰し】
めつぼう【滅亡】
めづまり【目詰まり】
めでぃあかくめい【メディア革命】
めでぃあからのひはんのおそれ【メディアからの批判の恐れ】
めでぃあかんきょう【メディア環境】
めでぃあかんきょう【メディア環境】
めでぃあきせい【メディア規制】
めでぃあぎょうかい【メディア業界】
めでぃあしじょう【メディア市場】
めでぃあしょうひ【メディア消費】
めでぃあせいこうものがたり【ディア成功物語】
めでぃあのじりつ【(マス)メディアの自立】
めでぃあのよろんちょうさ【メディアの世論調査】
めでぃあをいあつする【メディアを威圧する】
めでぃあをこくそする【メディアを告訴する】
めでたい【芽出度い目出度い】
めでる【愛でる】
めとる【娶る】
めど【目処】
めど【針孔】
めどおり【目通り】
めなだ【赤目魚】
めになみだをうかべて【目に涙を浮かべて［涙を流しながら］】
めにみえないきけん【目に見えない危険】
めにみえるせいか【目に見える成果】
めにみえるてんぼう【目に見える展望】
めにゅーおぷしょん【メニューオプション《コンピューターで》】
めにゅーに…をひょうきする【メニューに…を表記する】
めぬき【目抜き】
めぬり【目塗り】
めのいろをかえて【目の色を変えて】
めのいろをかえる【目の色を変える】
めのう【瑪瑙】
めのこざん【目の子算】
めのさめるようないろ【目の覚めるような[素晴らしい]色】
めのたま【目の玉】
めのまえ【目の前】
めはし【目端】
めはちぶ【目八分】
めはな【目鼻】
めはなだち【目鼻立ち】
めばえ【芽生え】
めばえる【芽生える】
めばち【眼撥】
めばな【雌花】
めばやい【目早い】
めばり【目張り目貼り】
めばる【眼張】
めびな【女雛】
めぶく【芽吹く】
めぶんりょう【目分量】
めべり【目減り】
めぼし【目星】
めぼしい
めぼしいせいか【めぼしい[注目すべき]成果】
めまい【目眩眩暈】
めまぐるしい【目まぐるしい】
めめしい【女女しい】
めもちょう【メモ帳《はぎ取り式の》】
めもと【目元目許】
めもにたよる【メモに頼る】
めもようし【メモ用紙】
めもり【目盛り】
めもりーのわりあて【メモリーの割り当て】
めもる【目盛る】
めもをさくせいする【メモを作成する】
めもをていしゅつする【メモを提出する】
めもをほぞんする【メモを保存する】
めもをぼうよみする【メモを棒読みする】
めやす【目安】
めやに【目脂】
めらめら
めりこむ【滅り込む】
めりっ
めりっととでめりっとのりょうめん【メリットとデメリットの両面】
めりっとをぎせいにする【(…ために)メリットを犠牲にする】
めりっとをけんとうする【メリットを検討する】
めりはり【減り張り】
めりめり
めるとだうん【(原子炉の)メルトダウン】
めるとも【メル友】
めろめろ
めをよろこばせるりょうり【目を喜ばせる料理】
めん【綿】
めん【面】
めんえき【免疫】
めんえき【免疫】
めんえきがくしゃ【免疫学者】
めんえきちぇっくぽいんとそがいざい【免疫チェックポイント阻害剤】
めんえきはんのう【免疫反応】
めんえきりょうほう【(がんの)免疫療法】
めんえきりょく【免疫力】
めんおりもの【綿織物】
めんか【綿花棉花】
めんかい【面会】
めんかい【面会】
めんかいしつ【面会室】
めんかいじかん【面会時間《病院など》】
めんかいするけんり【面会する権利】
めんかいにおうじる【面会に応じる】
めんかいにん【面会人】
めんかいのやくそく【面会の約束】
めんかいび【面会日《訪問する日》】
めんかやく【綿火薬】
めんかん【免官】
めんきょ(しょう)【免許(証)】
めんきょ【免許】
めんきょがひつようである【免許が必要である】
めんきょしけん【免許試験】
めんきょしょうをこうしんする【(運転)免許証を更新する】
めんきょしょうをもっている【運転免許証を持っている】
めんきょをあたえる【免許を与える】
めんきょをこうしんする【免許を更新する】
めんきょをしゅとくする【免許を取得する】
めんきょをはっこうする【免許を発行する】
めんくい【面食い】
めんくらう【面食らう】
めんこ【面子】
めんざい【免罪】
めんし【綿糸】
めんしき【面識】
めんしょく【免職】
めんしんこうぞう【免震構造《建築で》】
めんしんこうぞう【免震構造】
めんしんこうぞう【免震構造】
めんしんごむ【免震ゴム】
めんしんごむ【免震ゴム】
めんしんとう【免震棟】
めんじて【免じて】
めんじゅす【綿繻子】
めんじょ【免除】
めんじょう【免状】
めんじる【免じる】
めんする【面する】
めんせき【免責】
めんせき【面積】
めんせき【面責】
めんせつ【面接】
めんせつ【面接】
めんせつしがんしゃ【面接志願者】
めんぜい【免税】
めんぜん【面前】
めんそ【免租】
めんそ【免訴】
めんそう【面相】
めんだん【面談】
めんちょう【面疔】
めんてなんすまにゅある【メンテナンス[保守(点検)]マニュアル】
めんとおし【面通し】
めんとり【面取り】
めんどう【面倒】
めんどう【面倒】
めんどうくさい【面倒臭い】
めんどうくさい【面倒臭い】
めんどうな…をさける【面倒な…を避ける】
めんどうなしごと【面倒な仕事】
めんどり【雌鳥】
めんのはごたえやこし【麺の歯ごたえやコシ】
めんば【面罵】
めんぴ【面皮】
めんぷ【綿布】
めんぼう【綿棒】
めんぼう【麺棒】
めんぼく【面目】
めんみつ【綿密】
めんみつなうちあわせ【綿密な打ち合わせ】
めんみつなちょうさ【綿密な調査】
めんみつなちょうせい【綿密な調整】
めんみつにかんしする【(…を)綿密に監視する】
めんみつにかんれんでーたをけんしょうする【綿密に関連データを検証する】
めんめん【綿綿】
めんめん【面面】
めんもく【面目】
めんよう【綿羊】
めんよう【面妖】
めんるい【麺類】
めキャベツ【芽キャベツ】
めーかーのせきにん【メーカーの責任】
めーかーひん【メーカー品】
めーがんほう【メーガン法】
めーたーをけんしんする【メーターを検針する】
めーたーをせっちする【メーターを設置する】
めーるあどれす【(E)メール[電子メール]アドレス】
めーるあどれす【(E)メール[電子メール]アドレス】
めーるおーだー【メールオーダー《通販》】
めーるで【(E)メール[電子メール]で】
めーるともだち【メール友達[メル友]】
めーるのやりとり【(E)メールのやり取り】
めーるをひらく【メールを開く】
メイド
メイン
メェーッ
メカ
メカトロニクス
メカニズム
メカニズム
メカニック
メガシティー
メガストラクチャー
メガディザスター
メガトン
メガバイト
メガバンク
メガヘルツ
メガホン
メガロポリス
メガロマニア
メガ－
メキシコ
メキシコシティ
メコンがわ【メコン川】
メサイア
メサビさんち【メサビ山地】
メシア
メジナ
メジャー
メジャー
メス
メセナ
メソジスト
メソッド
メソポタミア
メソメソ
メソン
メゾソプラノ
メゾピアノ
メゾフォルテ
メタげんご【メタ言語】
メタセコイヤ
メタノール
メタファー
メタフィクション
メタフィジカル
メタボリズム
メタボリックしょうこうぐん【メタボリック症候群】
メタモルフォーゼ
メタリック
メタル
メタル
メタン
メダリスト
メダル
メダル
メチオニン
メチシリンたいせいおうしょくブドウきゅうきん【メチシリン耐性黄色ブドウ球菌】
メチルすいぎん【メチル水銀】
メチルアルコール
メッカ
メッシュ
メッシーナ
メッセンジャー
メッセージ
メッセージ
メディア
メディア
メディナ
メデイア
メデリン
メトロ
メトロノーム
メトロポリス
メドレー
メナムがわ【メナム川】
メニエルびょう【メニエル病】
メニュー
メニュー
メヌエット
メヒカリ
メモ
メモ
メモリー
メモリー
メモリーカード
メモリースティック
メモワール
メラトニン
メラニン
メラネシア
メラミンじゅし【メラミン樹脂】
メランコリー
メリケンこ【メリケン粉】
メリダ
メリッ
メリット
メリット
メリメリ
メリヤス
メリンス
メリークリスマス
メリーゴーラウンド
メリーランドしゅう【メリーランド州】
メルとも【メル友】
メルアド
メルカトルずほう【メルカトル図法】
メルクリウス
メルトン
メルヘン
メルボルン
メルマガ
メルルーサ
メレンゲ
メロディー
メロドラマ
メロン
メンス
メンズウエア
メンソール
メンタリティー
メンタル
メンタルテスト
メンチ
メンツ
メンテナンス
メンデルのほうそく【メンデルの法則】
メンデレビウム
メントール
メンドサ
メンバー
メンフィス
メンマ
メーカー
メーカー
メーキャップ
メーク
メーザー
メーター
メーター
メーデー
メートル
メード
メーリングリスト
メール
メール
メールアカウント
メールアドレス[メルアド]
メールボックス
メーン
メーンしゅう【メーン州】
－め【－目】
－めかす
－めく
－めん【－面】
めいあんほう【明暗法】
めいかせん【名歌選】
めいがざ【名画座】
めいがらばいばい【銘柄売買】
めいがらひん【銘柄品】
めいきんるい【鳴禽類】
めいぎかきかえ【名義書き換え】
めいぎにん【名義人】
めいさいしょ【明細書】
めいさいふく【迷彩服】
めいしいれ【名刺入れ】
めいしうけ【名刺受け】
めいしきょり【明視距離】
めいしく【名詞句［節］】
めいしばん【名刺判】
めいしょきゅうせき【名所旧跡】
めいじんげい【名人芸】
めいじんせん【名人戦】
めいじんはだ【名人肌［気質かたぎ］】
めいそうしんけい【迷走神経】
めいそうでんりゅう【迷走電流】
めいそうろく【瞑想録】
めいてんがい【名店街】
めいぶんか【名文家】
めいぶんしゅう【名文集】
めいぼうか【名望家】
めいぼうこうし【明眸皓歯こうし】
めいぼくてん【銘木店】
めいめいけん【命名権】
めいめいざら【銘銘皿】
めいめいしき【命名式】
めいもくけいざいせいちょうりつ【名目経済成長率】
めいもくこくみんしょとく【名目国民所得】
めいもくせいちょうりつ【名目成長率】
めいもくちんぎん【名目賃金】
めいもくろん【名目論】
めいもくろんしゃ【名目論者】
めいもんこう【名門校】
めいよかいちょう【名誉会長】
めいよきそんざい【名誉毀損きそん罪】
めいよきょうじゅ【名誉教授】
めいよしみん【名誉市民】
めいよしょく【名誉職】
めいよしん【名誉心】
めいよはくしごう【名誉博士号】
めいれいけい【命令形】
めいれいけいとう【命令系統】
めいれいぶん【命令文】
めいれいほう【命令法】
めいろんたくせつ【名論卓説】
めいわくでんわきょひとうろく【迷惑電話拒否登録】
めいわくメール【迷惑メール】
めおとぢゃわん【夫婦茶碗】
めがねいれ【眼鏡入れ】
めがねざる【眼鏡猿】
めがねばし【眼鏡橋】
めがねへび【眼鏡蛇】
めがねや【眼鏡屋】
めしたき【飯炊き】
めしぢゃわん【飯茶碗】
めしつぶ【飯粒】
めしどき【飯時】
めしや【飯屋】
めじろおし【目白押し】
めだましょうひん【目玉商品】
めだまばんぐみ【目玉番組】
めだまやき【目玉焼き】
めったうち【めった打ち】
めったぎり【めった斬［切］り】
めぬきどおり【目抜き通り】
めはなだち【目鼻立ち】
めんえきがく【免疫学】
めんえきけっせい【免疫血清】
めんえきしゃ【免疫者】
めんえきせい【免疫性】
めんえきたい【免疫体】
めんえきていこうたい【免疫抵抗体】
めんえきはんのう【免疫反応】
めんえきふぜんしょう【免疫不全症】
めんえきふぜんしょうこうぐん【免疫不全症候群】
めんえきグロブリン【免疫グロブリン】
めんかいしゃぜつ【面会謝絶】
めんかいじかん【面会時間】
めんかいにん【面会人】
めんかいび【面会日】
めんかさいばい【綿花栽培】
めんかせいさんちたい【綿花生産地帯】
めんざいふ【免罪符】
めんせいひん【綿製品】
めんせきじょうこう【免責条項】
めんせきとっけん【免責特権】
めんせつしけん【面接試験】
めんせつしつ【面接室】
めんせつしゃ【面接者】
めんせつじゅぎょう【面接授業】
めんぜいしょとく【免税所得】
めんぜいてん【免税店】
めんぜいてん【免税点】
めんぜいひん【免税品】
めんそち【免租地】
めんどうみ【面倒見】
メインアンプ
メインイベント
メインスタンド
メインストリート
メインテーブル
メインテーマ
メインディッシュ
メインバンク
メインポール
メインマスト
メインメモリー
メジャーカップ
メジャースプーン
メジャーリーグ
メソジストきょうかい【メソジスト教会】
メソジストきょうと【メソジスト教徒】
メタリックカラー
メタリックサウンド
メタリックテープ
メタルウッド
メタルスキー
メタルテープ
メタルフレーム
メタンガス
メタンハイドレート
メッセンジャーボーイ
メディアスクラム
メディアリテラシー
メドレーリレー
メニューほうしき【メニュー方式】
メニューバー
メモちょう【メモ帳】
メモようし【メモ用紙】
メモリーようりょう【メモリー容量】
メモリーカード
メモリースティック
メリヤスあみ【メリヤス編み】
メリヤスきかい【メリヤス機械】
メリヤスこうじょう【メリヤス工場】
メリヤスぢ【メリヤス地】
メンタルトレーニング
メンタルヘルス
メンチカツ
メンチボール
メンバーコース
メンバーズカード
メーカーきぼうかかく【メーカー希望（小売）価格】
メーカーひん【メーカー品】
メーキャップアーティスト
メーターせい【メーター制】
メートルけんさいん【メートル検査員】
メートルしようりょう【メートル使用量】
メートルせい【メートル制】
メートルほう【メートル法】
メートルまいびょう【メートル毎秒】
メートルグラス
メールともだち【メール友達】
メールアドレス
メールオーダー
メールサーバー
メールボックス
まゆをつりあげる【まゆ［目］をつり上げる】
めいあんをわける【明暗を分ける】
めいきゅういり【迷宮入り】
めかどをたてる【目角を立てる】
めからうろこがおちる【目からうろこが落ちる】
めからはなにぬける【目から鼻に抜ける】
めからひがでる【目から火が出る】
めがあう【目が合う】
めがあく【目が明く】
めがきく【目が利く】
めがくもる【目が曇る】
めがくらむ【目がくらむ】
めがこえている【目が肥えている】
めがさえる【目が冴さえる】
めがさめる【目が覚める】
めがすわる【目が据わる】
めがたかい【目が高い】
めがちかい【目が近い】
めがでる【目が出る】
めがでる【芽が出る】
めがとおい【目が遠い】
めがとどく【目が届く】
めがとびでる【目が飛び出る】
めがない【目がない】
めがねちがい【眼鏡違い】
めがねにかなう【眼鏡にかなう】
めがはなせない【目が離せない】
めがはやい【目が速い】
めがひかる【目が光る】
めがまわる【目が回る】
めがゆく【目が行く】
めくじらをたてる【目くじらを立てる】
めぐりめぐって【巡り巡って】
めしのくいあげ【飯の食い上げ】
めしのたね【飯の種】
めしをくう【飯を食う】
めじゃない【目じゃない】
めっそうもない【滅相もない】
めとはなのさき【目と鼻の先】
めにあまる【目に余る】
めにいれてもいたくない【目に入れても痛くない】
めにうかぶ【目に浮かぶ】
めにかどをたてる【目に角を立てる】
めにさわる【目に障る】
めにしみる【目に染みる】
めにする【目にする】
めにたつ【目に立つ】
めにつく【目につく】
めにとまる【目に留まる】
めにのこる【目に残る】
めにはいる【目に入る】
めにはめはにはは【目には目（を），歯には歯（を）】
めにふれる【目に触れる】
めにみえて【目に見えて】
めにもとまらぬ【目にも留まらぬ】
めにものみせる【目に物見せる】
めのいろをかえる【目の色を変える】
めのうえのこぶ【目の上のこぶ】
めのうちにつむ【芽のうちに摘む】
めのかたき【目の敵】
めのくすり【目の薬】
めのくろいうち【目の黒いうち】
めのさめるような【目のさめるような】
めのした【目の下】
めのしょうがつ【目［舌，耳］の正月】
めのたまがとびでる【目の玉が飛び出る】
めのたまのくろいうち【目の玉の黒いうち】
めのつけどころ【目のつけどころ】
めのどく【目の毒】
めのほよう【目の保養】
めのまえがくらくなる【目の前が暗くなる】
めはくちほどにものをいう【目は口ほどに物を言う】
めはながつく【目鼻がつく】
めはなをつける【目鼻をつける】
めひきそでびき【目引きそで引き】
めもあてられない【目も当てられない】
めもあや【目もあや】
めもくれない【目もくれない】
めをうたがう【目を疑う】
めをうばう【目を奪う】
めをおおう【目を覆う】
めをおとす【目を落とす】
めをかける【目を掛ける】
めをかすめる【目をかすめる】
めをくぐる【目をくぐる】
めをくばる【目を配る】
めをくらます【目をくらます】
めをくれる【目をくれる】
めをこらす【目を凝らす】
めをさます【目を覚ます】
めをさらのようにして【目を皿のようにして】
めをさらのようにする【目を皿のようにする】
めをさんかくにする【目を三角にする】
めをしろくろさせる【目を白黒させる】
めをすえる【目を据える】
めをつける【目を着［付］ける】
めをつぶる【目をつぶる】
めをつむ【芽を摘む】
めをてんじる【目を転じる】
めをとおす【目を通す】
めをとめる【目を留める】
めをぬすむ【目を盗む】
めをはなす【目を離す】
めをひからせる【目を光らせる】
めをひく【目を引く】
めをひらく【目を開く】
めをほそめる【目を細める】
めをまるくする【目を丸くする】
めをまわす【目を回す】
めをみはる【目を見張る】
めをむく【目をむく】
めをむく【目を剥く】
めをむける【目を向ける】
めをやる【目をやる】
めんがわれる【面が割れる】
めんとむかって【面と向かって】
めんぴをはぐ【面皮をはぐ】
メスをいれる【メスを入れる】
メートルをあげる【メートルを上げる】
めいかいな【明快な】
めいかいな【明解な】
めいかくな【明確な】
めいかくに【明確に】
めいきする【明記する】
めいさいな【明細な】
めいしの【名詞の】
めいしんてきな【迷信的な】
めいじする【明示する】
めいせきな【明晰な】
めいそうする【瞑想する】
めいそうする【迷走する】
めいちゅうする【命中する】
めいちょうな【明澄な】
めいていする【酩酊する】
めいどうする【鳴動する】
めいはくな【明白な】
めいびんな【明敏な】
めいめいする【命名する】
めいめいの
めいめつする【明滅する】
めいもくする【瞑目する】
めいりょうな【明瞭な】
めいれいする【命令する】
めいれいてき【命令的】
めいわくする【迷惑する】
めいわくな【迷惑な】
めくばせする【目くばせする】
めくばりする【目配りする】
めだって【目立って】
めっきする
めっきんする【滅菌する】
めっそうな【滅相な】
めったやたらに
めつぼうする【滅亡する】
めつぼうする【滅亡する】
めぬりする【目塗りする】
めの【目の】
めの【目の】
めのこざんをする【目の子算をする】
めんかいする【面会する】
めんかんする【免官する】
めんざいする【免罪する】
めんじょする【免除する】
めんせきする【面責する】
めんせつする【面接する】
めんそする【免訴する】
めんだんする【面談する】
めんどうな【面倒な】
めんどうな【面倒な】
めんみつな【綿密な（に）】
めんめんとした【綿々とした】
めんような【面妖な】
メカトロニクスの
メキシコの
メジャーな
メタモルフォーゼする
メタリックな
メンタルな
