が【我】
がくしゅうのうりょくのていか【学習能力の低下】
がくしゅうまんが【学習マンガ】
がくしょう【楽章】
がくしょく【学殖】
がくしょく【学食】
がくじゅつ【学術】
がくじゅつけんきゅう【学術研究】
がくじゅつちょうさ【学術調査】
がくせい【学制】
がくせい【学生】
がくせい【楽聖】
がくせいあいでぃーかーど【学生IDカード[学生証]】
がくせいあるばいと【学生アルバイト】
がくせいかいかん【学生会館】
がくせいがわのしぼうがだいきぎょうにかたよる【学生側の志望が大企業に偏る】
がくせいしょくどう【学生食堂】
がくせいたちとそのおや【学生たちとその親】
がくせいにしんぶんをよむようすすめる【学生に新聞を読むよう勧める】
がくせいのしゅうしょくじっせき【学生の就職実績】
がくせいのまんぞくどちょうさ【学生の満足度調査】
がくせいぼらんてぃあ【学生ボランティア】
がくせいろーん【学生ローン】
がくせいをらくだいさせる【学生を落第させる】
がくせき【学籍】
がくせつ【学説】
がくせつ【楽節】
がくぜん【愕然】
がくそう【学僧】
がくそう【楽想】
がくそく【学則】
がくそつ【学卒】
がくたい【楽隊】
がくだん【楽団】
がくだん【楽壇】
がくちょう【学長】
がくちょう【楽長】
がくちょうしゅうにん【学長就任】
がくっ
がくてん【楽典】
がくと【学徒】
がくと【学都】
がくどう【学童】
がくどうほいく【学童保育】
がくない【学内】
がくねん【学年】
がくは【学派】
がくばつ【学閥】
がくひ【学費】
がくふ【学府】
がくふ【岳父】
がくふ【楽譜】
がくふう【学風】
がくぶ【学部】
がくぶち【額縁】
がくほう【学報】
がくぼう【学帽】
がくむ【学務】
がくめい【学名】
がくめん【額面】
がくめんわれ【額面割れ】
がくもん【学問】
がくもんすいじゅん【(高い)学問水準】
がくもんのじりつせい【学問の自律性】
がくや【楽屋】
がくゆう【学友】
がくようひん【学用品】
がくようひん【学用品】
がくり
がくり【学理】
がくりょう【学寮】
がくりょく【学力】
がくりょくていかにはどめがかかった【学力低下に歯止めがかかった】
がくりょくのていかがみられる【学力の低下が見られる】
がくれい【学齢】
がくれき【学歴】
がくわり【学割】
がくん
がけ【崖】
がけからてんらくする【崖から転落する】
がけくずれ【崖崩れ】
がこうそう【鵞口瘡】
がご【雅語】
がごう【雅号】
がさい【画才】
がさがさ
がさごそ
がさっ
がさつ
がさつく
がざい【画材】
がし【餓死】
がしっ
がしつ【画室】
がしつ【画質】
がしゃっ
がしゃん
がしゅ【雅趣】
がしゅう【我執】
がしゅう【画集】
がしょう【画商】
がしょう【賀正】
がしんしょうたん【臥薪嘗胆】
がじょう【牙城】
がじょう【画帖】
がじょう【賀状】
がじん【雅人】
がすがいしゃ【ガス会社】
がすきぐ【ガス器具】
がすでんでほのおがかくにんされた【ガス田で炎が確認された】
がすでんのかいはつ【ガス田の開発】
がすのだんぼうきぐ【ガスの暖房器具】
がすのふぁんひーたー【ガスのファンヒーター】
がすぱんあそび【ガスパン遊び】
がせい【画聖】
がせねた
がぜん【俄然】
がそ【画素】
がそりんのびちく【ガソリンの備蓄】
がそりんぶそく【ガソリン不足】
がぞう【画像】
がぞうかこうのうたがい【画像加工の疑い】
がぞうしょりあぷろーち【画像処理アプローチ】
がぞうしんだん【画像診断】
がぞうにんしき【画像認識】
がぞうのあっしゅく【画像の圧縮】
がぞうをあっぷろーどする【画像をアップロードする】
がぞうをかいざんする【画像を改ざんする】
がた
がたおち【がた落ち】
がたがた
がたごと
がたっ
がたつく
がたぴし
がたり
がたん
がだい【画題】
がだん【画壇】
がちがち
がちっ
がちゃがちゃ
がちゃっ
がちゃん
がちょう【画帳】
がちょう【画調】
がちょう【鵞鳥】
がちん
がっ
がっか【学科】
がっか【学課】
がっかい【学会】
がっかい【学界】
がっかり
がっかん【学監】
がっき【学期】
がっき【楽器】
がっきゅう【学究】
がっきゅう【学級】
がっきゅううんえい【学級運営】
がっきょく【楽曲】
がっく【学区】
がっくり
がっこう【学校】
がっこううんえい【学校運営】
がっこうかいかくのきじく【学校改革の基軸】
がっこうきゅうしょくからのぎゅうにゅうはいし【学校給食からの牛乳廃止】
がっこうきゅうしょくほう【学校給食法】
がっこうじんじ【学校人事】
がっこうせいかつ【学校生活】
がっこうでまなんだちしきをじっせいかつにおうようする【学校で学んだ知識を実生活に応用する】
がっこうとしょかん【学校図書館】
がっこうにおくれる【学校に遅れる】
がっこうのあとち【(廃校になった)学校の跡地】
がっこうのかいこうをもくろむ【学校の開校を目論む】
がっこうほうじん【学校法人】
がっこうりじかい【学校理事会】
がっこうをふうさする【学校を封鎖する】
がっさく【合作】
がっさん【合算】
がっしゅうこく【合衆国】
がっしゅく【合宿】
がっしょう【合唱】
がっしょう【合掌】
がっしり
がっしりしたからだ【がっしりした体】
がっする【合する】
がっそう【合奏】
がっそう【合葬】
がったい【合体】
がっちり
がってん【合点】
がっぴ【月日】
がっぴょう【合評】
がっぷり
がっぺい【合併】
がっぽがっぽ
がっぽり
がっぽん【合本】
がつがつ
がつん
がつんがつん
がてん【合点】
がでんいんすい【我田引水】
がなる
がにまた【蟹股】
がはく【画伯】
がば
がばがば
がばなんすのけつじょ【ガバナンス[統治能力]の欠如】
がばん【画板】
がばーっ
がひつ【画筆】
がびょう【画鋲】
がふう【画風】
がぶがぶ
がぶっ
がぶのみ【がぶ飲み】
がぶり
がべい【画餅】
がほう【画報】
がほう【画法】
がぼがぼ
がぼっ
がま【蒲香蒲】
がま【蝦蟇】
がまぐち【蟇口】
がまん【我慢】
がまん【我慢】
がまんづよいひと【我慢強い人】
がまんのげんかい【我慢の限界】
がまんのげんど【我慢の限度】
がみがみ
がむしゃら【我武者羅】
がめつい
がめん【画面】
がめんじょうにひょうじされるあいこん【画面上に表示されるアイコン】
がやがや
がようし【画用紙】
がよく【我欲】
がら
がら【柄】
がら【殻】
がらあき【がら空き】
がらあみ【柄編み】
がらがら
がらがらへび【がらがら蛇】
がらくた
がらけーのしょゆう【ガラケーの所有】
がらすいた【ガラス板】
がらすざいく【ガラス細工】
がらすど【ガラス戸】
がらすのはへん【ガラスの破片】
がらすばん【ガラス板】
がらり
がらん
がらん【伽藍】
がらんがらん
がらんごろん
がらんどう
がり【我利】
がりがり
がりがりもうじゃ【我利我利亡者】
がりっ
がりばん【がり版】
がりべん【がり勉】
がりゅう【我流】
がりゅうてんせい【画竜点睛】
がりょう【雅量】
がりょうてんせい【画竜点睛】
がれき【瓦礫】
がれき【瓦礫】
がれきから…をとりだす【がれき(の中)から…を取り出す】
がれきがかたづく【がれきが片付く】
がれきとかす【がれきと化す】
がれきのしょり【がれきの処理】
がれきのやま【がれきの山】
がれきをうめたてる【がれきを埋め立てる】
がれきをうめたてる【がれきを埋め立てる】
がれきをしょりする【がれきを処理する】
がろう【画廊】
がわ【側】
がん
がん【癌】
がん【癌】
がん【眼】
がん【雁】
がん【願】
がんい【含意】
がんえん【岩塩】
がんか【癌化】
がんか【眼下】
がんか【眼科】
がんか【眼窩】
がんかい【眼界】
がんかけ【願掛け】
がんかする【がん[癌]化する】
がんかのきけん【がん化の危険(性)】
がんかんじゃ【がん患者】
がんかんじゃ【がん患者】
がんかんじゃのしゅうろうしえん【がん患者の就労支援】
がんがん
がんきゅう【眼球】
がんきょう【頑強】
がんきょうなていこうにそうぐうする【頑強な抵抗に遭遇する】
がんきん【元金】
がんくつ【岩窟】
がんくび【雁首】
がんぐ【玩具】
がんけん【頑健】
がんけんけいれん【眼瞼痙攣】
がんけんしん【がん検診】
がんけんしんをうける【がん検診を受ける】
がんこ【頑固】
がんこう【眼光】
がんこう【眼孔】
がんこう【雁行】
がんこうしゅてい【眼高手低】
がんさく【贋作】
がんしき【眼識】
がんしょ【願書】
がんしょう【岩床】
がんしょう【岩漿】
がんしょう【岩礁】
がんしょう【岩礁】
がんしょく【顔色】
がんしん【眼振】
がんしんけんさ【眼振検査】
がんじがらめ【雁字搦め】
がんじつ【元日】
がんじょう【頑丈】
がんすい【含水】
がんせいひろう【眼精疲労】
がんせき【岩石】
がんぜない【頑是無い】
がんぜん【眼前】
がんそ【元祖】
がんぞう【贋造】
がんたい【眼帯】
がんたん【元旦】
がんちく【含蓄】
がんちゅう【眼中】
がんちりょう【がん治療】
がんちりょうきょてんびょういん【がん治療拠点病院】
がんてい【眼底】
がんてつがく【がん哲学】
がんてつがく【がん哲学】
がんとう【岸頭】
がんとして【頑として】
がんとたたかう【がんと闘う[闘病する]】
がんとのたたかい【がんとの闘い】
がんにかかる【がんにかかる[なる]】
がんねん【元年】
がんのきけんからみをまもる【がんの危険から身を守る】
がんのきけんせい【(発)がんの危険性】
がんのしんだん【がんの診断】
がんのそうきはっけん【がんの早期発見】
がんのただしいちしき【がん(について)の正しい知識】
がんのよぼう【がんの予防】
がんばり【頑張り】
がんばる【頑張る】
がんばん【岩盤】
がんばん【岩盤】
がんばん【岩盤】
がんばんきせい【岩盤[厳しい]規制】
がんばんきせい【岩盤規制】
がんばんきせい【岩盤規制】
がんばんきせいをだはする【岩盤規制を打破する】
がんばんきれつ【岩盤亀裂】
がんびょう【眼病】
がんぴし【雁皮紙】
がんぺき【岩壁】
がんぺき【岸壁】
がんほけん【がん保険】
がんほけん【がん保険】
がんぼう【願望】
がんぽん【元本】
がんみ【玩味】
がんみゃく【岩脈】
がんめい【頑迷】
がんめたる【ガンメタル《自動車で》】
がんめん【顔面】
がんめんえきちりょう【癌免疫治療】
がんもく【眼目】
がんもどき【雁擬き】
がんやく【丸薬】
がんゆう【含有】
がんらい【元来】
がんり【元利】
がんりき【眼力】
がんりき【願力】
がんりょう【顔料】
がんろう【玩弄】
がんわくちん【がん(予防)ワクチン】
がんわくちん【がん(予防)ワクチン】
がんをはっけんする【がんを(早期に)発見する】
がんをふせぐ【がんを防ぐ[予防する]】
がペン【鵞ペン】
がーがー
がーん
ほごされているひみつ【保護されている秘密】
カサカサ，ガサガサ
カンカン，ガンガン
ガイアナ
ガイガーけいすうかん【ガイガー計数管】
ガイダンス
ガイド
ガイドライン
ガウッ
ガウン
ガオーッ
ガガガ
ガザ
ガシッ
ガシャガシャ
ガシャン
ガシャーン
ガス
ガス【瓦斯】
ガスケット
ガスタンク
ガストフロント
ガスマスク
ガスメーター
ガソリン
ガソリンエンジン
ガタガタ
ガタゴト
ガタピシ
ガタン
ガター
ガダルカナルとう【ガダルカナル島】
ガチッ
ガチャガチャ
ガチャン
ガチン
ガチンコ
ガッ
ガッシュ
ガッツ
ガット
ガツッ
ガツン
ガツーン
ガドリニウム
ガニュメデス
ガバナンス
ガブガブ
ガブッ，ガブリ
ガボッ
ガボット
ガボローネ
ガボン
ガム
ガムテープ
ガムラン
ガヤガヤ
ガラガラ
ガラケー
ガラス
ガラス
ガラスばり【ガラス張り】
ガラスコップ
ガラパゴスしょとう【ガラパゴス諸島】
ガラホ
ガラン
ガランガラン
ガリウム
ガリガリ
ガリッ
ガリバーがたかせん【ガリバー型寡占】
ガル
ガルベストン
ガルム
ガレージ
ガロン
ガロンヌがわ【ガロンヌ川】
ガン
ガンカメラ
ガンカメラ
ガンジスがわ【ガンジス川】
ガンダーラ
ガンビア
ガンマせん【ガンマ線】
ガンマン
ガー
ガーガー
ガーゼ
ガーター
ガーッ
ガーデニング
ガーデン
ガード
ガード
ガードル
ガーナ
ガーネット
ガーベラ
ガーリック
ガールスカウト
ガールハント
ガールフレンド
ガーン
－が
－が
－が
－がい【－外】
－がい【－街】
－がかり
－がかる
－がけ【－掛け】
－がた【－型】
－がた【－形】
－がた【－方】
－がたい【－難い】
－がち【－勝ち】
－がてら
－がましい
－がら【－柄】
－がらみ【－搦み】
－がる
－がん【－眼】
がいかかくとく【外貨獲得】
がいかくきゅう【外角球】
がいかくだんたい【外郭団体】
がいかさい【外貨債】
がいかじゅんびだか【外貨準備高】
がいかてがた【外貨手形】
がいかほゆうだか【外貨保有高】
がいかよきん【外貨預金】
がいかよさん【外貨予算】
がいかわりあてがく【外貨割り当て額】
がいきけん【外気圏】
がいきんしゃ【外勤者】
がいこういん【外交員】
がいこうえんぜつ【外交演説】
がいこうか【外交家】
がいこうかん【外交官】
がいこうぎれい【外交儀礼】
がいこうぎれいいはん【外交儀礼違反】
がいこうこうしょう【外交交渉】
がいこうしせつだん【外交使節団】
がいこうじれい【外交辞令】
がいこうすじ【外交筋】
がいこうせい【外向性】
がいこうせいさく【外交政策】
がいこうせいしょ【外交青書】
がいこうせっしょう【外交折衝】
がいこうだん【外交団】
がいこうだんぜつ【外交断絶】
がいこうとっけん【外交特権】
がいこうはんばい【外交販売】
がいこうぶんしょ【外交文書】
がいこうほうしん【外交方針】
がいこうほご【外交保護】
がいこうもんだい【外交問題】
がいこうルート【外交ルート】
がいこくえいが【外国映画】
がいこくかぶしきとうし【外国株式投資】
がいこくかわせ【外国為替】
がいこくかわせかんり【外国為替管理】
がいこくかわせかんりいいんかい【外国為替管理委員会】
がいこくかわせかんりほう【外国為替管理法】
がいこくかわせぎんこう【外国為替銀行】
がいこくかわせさえき【外国為替差益】
がいこくかわせさそん【外国為替差損】
がいこくかわせしじょう【外国為替市場】
がいこくかわせそうば【外国為替相場】
がいこくこうろ【外国航路】
がいこくご【外国語】
がいこくごセンター【外国語センター】
がいこくさい【外国債】
がいこくしじょう【外国市場】
がいこくじん【外国人】
がいこくせいひん【外国製品】
がいこくでんぽう【外国電報】
がいこくぼうえき【外国貿易】
がいこくゆうびん【外国郵便】
がいさんかかく【概算価格】
がいさんしょ【概算書】
がいさんすうりょう【概算数量】
がいさんだか【概算高】
がいさんばらい【概算払い】
がいさんひよう【概算費用】
がいさんようきゅう【概算要求】
がいしけいきぎょう【外資系企業】
がいしどうにゅう【外資導入】
がいしほう【外資法】
がいしゅつきんしれい【外出禁止令】
がいしゅつぎ【外出着】
がいしょうせいストレスしょうがい【外傷性ストレス障害】
がいしょうぶ【外商部】
がいしょくさんぎょう【外食産業】
がいしんぶ【外信部】
がいじえん【外耳炎】
がいじんきしゃクラブ【外人記者クラブ】
がいじんぶたい【外人部隊】
がいじんぼち【外人墓地】
がいせつえん【外接円】
がいせつたかくけい【外接多角形】
がいせんぐん【凱旋軍】
がいせんこうじ【外線工事】
がいせんしょうぐん【凱旋将軍】
がいせんもん【凱旋門】
がいそうこうじ【外装工事】
がいそうケーブル【外装ケーブル】
がいちゅうくじょ【害虫駆除】
がいちゅうひん【外注品】
がいとうえんぜつ【街頭演説】
がいとうぼきん【街頭募金】
がいとうインタビュー【街頭インタビュー】
がいとうデモ【街頭デモ】
がいねんろん【概念論】
がいねんろんしゃ【概念論者】
がいぶいたく【外部委託】
がいぶきおくそうち【外部記憶装置】
がいぶんぴつせん【外分泌腺】
がいほうぶ【外報部】
がいむいいんかい【外務委員会】
がいむしょう【外務省】
がいむじむじかん【外務事務次官】
がいむだいじん【外務大臣】
がいむだいじんせいむかん【外務大臣政務官】
がいむふくだいじん【外務副大臣】
がいむれんぽうしょう【外務連邦省】
がいむれんぽうだいじん【外務連邦大臣】
がいやしゅ【外野手】
がいやせき【外野席】
がいようせん【外洋船】
がいようやく【外用薬】
