ば【場】
ばくがいにでかける【爆買いに出かける】
ばくげき【爆撃】
ばくし【爆死】
ばくし【爆死】
ばくしょう【爆笑】
ばくしょく【爆食】
ばくしん【爆心】
ばくしん【驀進】
ばくすい【爆睡】
ばくぜん【漠然】
ばくだい【莫大】
ばくだいなりえき【莫大な[巨額の]利益】
ばくだん【爆弾】
ばくだん【爆弾】
ばくだんていきあつ【爆弾低気圧】
ばくだんていきあつがはっせいした【爆弾低気圧が発生した】
ばくだんてろ【爆弾テロ】
ばくだんのしよう【爆弾の使用】
ばくだんのゆそう【爆弾の輸送】
ばくだんはつげんをする【爆弾発言[発表]をする】
ばくだんをしかける【(…に)爆弾を仕掛ける】
ばくだんをせいぞうする【爆弾を製造する】
ばくだんをつんだばくげきき【爆弾を積んだ爆撃機】
ばくち【博打博奕】
ばくちく【爆竹】
ばくちん【爆沈】
ばくてりあのはっけん【(最近の)バクテリアの発見】
ばくと【博徒】
ばくは【爆破】
ばくはつ【爆発】
ばくはつ【爆発】
ばくはつてき【爆発的】
ばくはつてきなふんか【爆発的な噴火】
ばくはつでこわれる【爆発で壊れる】
ばくはつのしょうげきは【爆発の衝撃波】
ばくはつはごごごじちょっとすぎにはっせいした【爆発は午後5時ちょっと過ぎに発生した】
ばくはつぶつ【爆発物】
ばくはつぶつたいさくしゃりょう【爆発物対策車両】
ばくはつぶつをせいぞうする【爆発物を製造する】
ばくばく
ばくばく【漠漠】
ばくふ【幕府】
ばくふ【瀑布】
ばくふう【爆風】
ばくまつ【幕末】
ばくやく【爆薬】
ばくらい【爆雷】
ばくりゅうしゅ【麦粒腫】
ばくりょう【幕僚】
ばくれつ【爆裂】
ばくろ【暴露】
ばぐ【馬具】
ばけねこ【化け猫】
ばけのかわ【化けの皮】
ばけもの【化け物】
ばける【化ける】
ばけん【馬券】
ばさっ
ばさばさ
ばさん【ばさん(馬山)】
ばしっ
ばしっばしっ
ばしばし
ばしゃ【馬車】
ばしゃっ
ばしゃばしゃ
ばしゅ【馬主】
ばしゅ【馬首】
ばしょ【場所】
ばしょ【場所】
ばしょう【芭蕉】
ばしょうかじき【芭蕉梶木】
ばしょがら【場所柄】
ばしょがらをわきまえなさい！【場所柄をわきまえなさい！】
ばしょく【馬謖】
ばじとうふう【馬耳東風】
ばじゅつ【馬術】
ばじょう【馬上】
ばすえ【場末】
ばすがいしゃ【バス会社】
ばすがいしゃ【バス会社】
ばすけっとぼーるよせん【バスケットボール予選】
ばすていりゅうじょ【バス停留所】
ばすとでんしゃのれんらく【バスと電車の連絡】
ばすにのる【バスに乗る】
ばすのうんこう【バスの運行】
ばすのうんこう【バスの運行】
ばすのうんこうきょか【バスの運行許可】
ばすのうんこうきょか【バスの運行許可】
ばすのうんこうしすてむ【バスの運行システム】
ばすのうんてんしゅ【バスの運転手】
ばすのやね【バスの屋根】
ばすりょうきん【バス料金】
ばすりょこう【バス旅行】
ばすろせん【バス路線】
ばすをおりる【バスを降りる】
ばせい【罵声】
ばそとう【ばそ(馬祖)島】
ばそり【馬橇】
ばぞく【馬賊】
ばたあし【ばた足】
ばたっ
ばたつく
ばたばた
ばたふらいこうか【バタフライ効果】
ばたん
ばたんばたん
ばだい【場代】
ばだち【場立ち】
ばち【撥】
ばち【罰】
ばちがい【場違い】
ばちゃっ
ばちゃばちゃ
ばちゃん
ばっ
ばっきん…えん【罰金…円】
ばっきん…えんをかくていする【罰金…円を確定する】
ばっきん【罰金】
ばっきん【罰金】
ばっきんのじょうげん【罰金の上限】
ばっきんをかす【(…に)罰金を科す】
ばっきんをさいだいひゃくまんえんにまでひきあげる【罰金を最大100万円にまで引き上げる】
ばっきんをしはらう【罰金を支払う】
ばっくなんばー【(雑誌などの)バックナンバー】
ばっくらいと【バックライト《車》】
ばっぐのずがら【バッグの図柄】
ばっぐをさげる【バックを(手に)さげる】
ばっけん【抜剣】
ばっこ【跋扈】
ばっさい【伐採】
ばっさばっさ
ばっさり
ばっし【抜歯】
ばっし【抜糸】
ばっし【末子】
ばっしょう【跋渉】
ばっすい【抜粋】
ばっする【罰する】
ばっそく【罰則】
ばっそくつきのきせい【罰則付きの規制】
ばっそくなしのきせい【罰則なしの規制】
ばった【蝗虫】
ばったばった
ばったり
ばったんばったん
ばったーぼっくす【バッターボックス《野球》】
ばっちり
ばってき【抜擢】
ばってりーがきれた【バッテリーが切れた[あがった]】
ばってりーこうかん【バッテリー交換】
ばってりーをこうかんする【バッテリーを交換する】
ばってりーをじゅうでんする【バッテリーを充電する】
ばってん【罰点】
ばっぽんかいせい【抜本改正】
ばっぽんてき【抜本的】
ばっぽんてきかいかく【抜本的改革】
ばつ
ばつ
ばつ【罰】
ばつ【閥】
ばついち【ばつ一】
ばつぐん【抜群】
ばてい【馬丁】
ばてい【馬蹄】
ばてる
ばとう【罵倒】
ばとんたっちする【(人に)バトンタッチする】
ばどみんとんきょうぎかいじょう【バドミントン競技会場】
ばなれ【場慣れ】
ばにく【馬肉】
ばにく【馬肉】
ばにく【馬肉】
ばね【発条】
ばば【馬場】
ばばあ【婆あ】
ばばぬき【婆抜き】
ばふん【馬糞】
ばぶるがほうかいした【バブルが崩壊した】
ばぶるけいき【バブル景気】
ばぶるけいき【バブル景気】
ばぶるけいざい【バブル経済】
ばぶるのさいねん【バブルの再燃】
ばぶるのせいせい【バブルの生成】
ばぶるのはっせい【バブルの発生】
ばぶるのほうかい【バブルの崩壊】
ばぶるはただちにほうかいする【バブルは直ちに崩壊する】
ばぶるをしゅうしゅくさせる【バブルを収縮させる】
ばぶるをちいさくする【バブルを小さくする】
ばぶるをつくりだす【バブルを作り出す】
ばぶるをひきおこす【バブルを引き起こす】
ばぶるをぼうちょうさせる【バブルを膨張させる】
ばめん【場面】
ばら
ばら【薔薇】
ばらいろ【バラ色】
ばらいろのやくそく【バラ色の約束】
ばらえてぃーばんぐみ【バラエティー番組】
ばらす
ばらせん【ばら銭】
ばらっ
ばらつき
ばらつく
ばらづみ【ばら積み】
ばらにく【肋肉】
ばらばら
ばらまきがたきゅうふ【ばらまき型給付】
ばらまきせいさく【ばらまき(的)政策】
ばらまく【ばら撒く】
ばらんすかんかく【バランス感覚】
ばらんすのとれたけいざいせいちょうをたっせいする【バランスの取れた経済成長を達成する】
ばらんすのとれたしょくじ【バランスの取れた食事】
ばらんすのとれたせいどづくりをする【バランスの取れた制度作りをする】
ばらんすをかいたことがら【バランスを欠いた事柄】
ばらんすをとりもどす【バランスを取り戻す】
ばらんすをとる【(…を使って)バランスを取る】
ばり【罵詈】
ばりき【馬力】
ばりっ
ばりばり
ばれい【馬齢】
ばれる
ばん
ばん【万】
ばん【晩】
ばん【番】
ばん【盤】
ばん【鷭】
ばんか【挽歌】
ばんか【晩夏】
ばんかい【挽回】
ばんかん【万感】
ばんがい【番外】
ばんがく【晩学】
ばんがさ【番傘】
ばんき【晩期】
ばんきしゃ【番記者】
ばんきん【板金】
ばんきん【板金】
ばんくるわせ【番狂わせ】
ばんぐみ【番組】
ばんぐみ【番組】
ばんぐみせいさく【番組制作】
ばんぐみないようのきせい【番組内容の規制】
ばんぐみへのけんりをかくとくする【番組への権利を獲得する】
ばんぐみをかんしする【番組を監視する】
ばんぐみをこうかいする【番組を公開する】
ばんぐみをししゃする【番組を試写する】
ばんぐみをせいさする【(常に)番組を精査する】
ばんぐみをつくる【番組を作る】
ばんぐみをほうそうする【番組を放送[放映]する】
ばんぐみをみる【番組を見る】
ばんぐみをろくがする【番組を録画する】
ばんけん【番犬】
ばんこう【蛮行】
ばんこく【万国】
ばんこつ【万骨】
ばんこん【晩婚】
ばんごう【番号】
ばんさく【万策】
ばんさん【晩餐】
ばんさんかいのすぴーち【晩さん会(で)のスピーチ】
ばんさんかいをけっせきする【晩さん会を欠席する】
ばんざい【万歳】
ばんし【万死】
ばんしゃく【晩酌】
ばんしゅう【晩秋】
ばんしゅん【晩春】
ばんしょ【板書】
ばんしょう【万障】
ばんしょう【晩鐘】
ばんしょく【伴食】
ばんじ【万事】
ばんじがらくちゃくした【万事が落着した】
ばんじゃく【盤石磐石】
ばんじょう【万丈】
ばんせい【伴星】
ばんせい【晩成】
ばんせい【蛮声】
ばんせいいっけい【万世一系】
ばんせいいでん【伴性遺伝】
ばんせつ【晩節】
ばんせつ【晩節】
ばんせん【番線】
ばんぜん【万全】
ばんぜんのじゅんび【万全の準備】
ばんそう【伴僧】
ばんそう【伴奏】
ばんそう【伴走】
ばんそう【晩霜】
ばんそうこう【絆創膏】
ばんそつ【番卒】
ばんぞく【蛮族】
ばんたん【万端】
ばんだい【番台】
ばんち【番地】
ばんちゃ【番茶】
ばんちょう【番長】
ばんづけ【番付】
ばんて【番手】
ばんとう【晩冬】
ばんとう【番頭】
ばんどういるか【ばんどう海豚】
ばんどわごんこうか【バンドワゴン効果《突然流行ったり、人気が出たりする行動や運動がより大きなものになっていく》】
ばんどわごんこうか【バンドワゴン効果】
ばんどわごんこうか【バンドワゴン効果】
ばんどをしめる【バンドを(きつく)締める】
ばんどをする【バンドをする】
ばんどをみにつけている【バンドを身につけている】
ばんどをゆるめる【バンドをゆるめる】
ばんなん【万難】
ばんにん【万人】
ばんにん【番人】
ばんねん【晩年(期)】
ばんねん【晩年】
ばんのう【万能】
ばんのうさいぼう【万能細胞】
ばんのうちょうみりょう【万能調味料】
ばんば【輓馬】
ばんばん
ばんばん【万万】
ばんばんざい【万万歳】
ばんぱく【万博】
ばんぶつ【万物】
ばんぷう【蛮風】
ばんぺい【番兵】
ばんみん【万民】
ばんめし【晩飯】
ばんめん【盤面】
ばんゆう【蛮勇】
ばんゆういんりょく【万有引力】
ばんらい【万雷】
ばんり【万里】
ばんカラ【蛮カラ】
ばーこーどすきゃなー【バーコードスキャナー[読み取り装置]】
ばーこーどりーだー【バーコードリーダー[読み取り装置]】
ばーこーどをよみとる【バーコードを読み取る】
ばーすこーでぃねーたーにれんらくする【バースコーディネーターに連絡する】
ばーぜるぎんこうかんとくいいんかい【バーゼル銀行監督委員会】
ばーちゃるしちゃく【バーチャル試着】
ばーん
ひみつ【秘密】
ひみつをぬすみだす【秘密を盗み出す】
バイアグラ
バイアス
バイアスロン
バイアブランカ
バイオ
バイオセーフティーレベル
バイオテクノロジー
バイオテロ(リズム)
バイオマス
バイオリズム
バイオリニスト
バイオリン
バイオレット
バイオレンス
バイオレーション
バイオロギング
バイカルこ【バイカル湖】
バイキング
バイク
バイク
バイコヌール
バイタリティー
バイタルサイン
バイト
バイト
バイナリーファイル
バイバイ
バイパス
バイブル
バイブレーション
バイブレーター
バイプレーヤー
バイメタル
バイヤス
バイヤー
バイユー
バイラテラリズム
バイラテラル
バイリンガル
バイロイト
バインダー
バウムクーヘン
バウンド
バカラ
バカロレア
バカンス
バキッ
バキバキ
バキュームカー
バキュームクリーナー
バキューン
バギオ
バギナ
バギー
バクテリア
バクー
バグ
バグダッド
バグパイプ
バケット
バケットシート
バケツ
バケーション
バゲット
バサッ
バサバサ
バサロ
バサースト
バザー
バシッ，パシッ
バシャッ，パシャッ
バシャバシャ
バシン
バシーン
バジル
バス
バス
バス
バス
バス
バスク
バスクちほう【バスク地方】
バスケット
バスケットボール
バスケットボール
バスタオル
バスタブ
バスターミナル
バスターミナル
バスツアー
バスト
バストランド
バスマット
バスマット
バスラ
バスルーム
バスローブ
バスーン
バズーカほう【バズーカ砲】
バセテール
バセドーびょう【バセドー病】
バタくさい【バタ臭い】
バタッ，パタッ
バタバタ
バタビア
バタフライ
バタリ
バタンバタン，パタンパタン
バタン，パタン
バター
バターンはんとう【バターン半島】
バチカン
バチスカーフ
バチスタしゅじゅつ【バチスタ手術】
バチッ
バチャッ，パチャッ
バチャバチャ，パチャパチャ
バチルス
バチン
バッ
バッカス
バッキンガムシャーしゅう【バッキンガムシャー州】
バッギング
バック
バック
バックアップ
バックアップ
バックアップコピー
バックアップファイル
バックオフィス
バックギア
バックグラウンド
バックグラウンドミュージック
バックス
バックスウィング
バックスキン
バックスキン
バックストレッチ
バックストローク
バックナンバー
バックナンバー
バックパック
バックパック
バックボーン
バックボーン
バックミラー
バックミラー
バックル
バッグ
バッグ
バッシング
バッジ
バッジ
バッター
バッチ
バッティング
バッテリー
バッテリー
バッテリーパック
バット
バット
バッドバンク
バッファロー
バッファー
バッフィー
バテレン【伴天連】
バトン
バドミントン
バナジウム
バナナ
バナラス
バナー
バニシングクリーム
バニラ
バニルしんぞく【バニル神族】
バニーガール
バヌアツ
バハマ
ババッ
バババ
ババババ
ババリア
ババロア
バビロニア
バブル
バブル
バブルサッカー
バプテストきょうかい【バプテスト教会】
バベルのとう【バベルの塔】
バマコ
バミューダショーツ
バラエティー
バラスト
バラック
バラナシ
バラモン【婆羅門】
バラライカ
バランキーヤ
バランス
バランス
バラード
バリとう【バリ島】
バリア
バリウム
バリエーション
バリカン
バリケード
バリスター
バリッ
バリトン
バリバリ
バリン
バルカンはんとう【バルカン半島】
バルキー
バルコニー
バルサミコす【バルサミコ酢】
バルセロナ
バルデル
バルトかい【バルト海】
バルバドス
バルパライソ
バルブ
バルブ
バレアーレスしょとう【バレアーレス諸島】
バレエ
バレッタ
バレリーナ
バレル
バレンシア
バレンタインデー
バレーボール
バレーボール
バロック
バロメーター
バローみさき【バロー岬】
バン
バンアレンたい【バンアレン帯】
バンカー
バンガロー
バンガロール
バンギ
バンクーバー
バングラデシュ
バンコク
バンコマイシン
バンジュル
バンジュルけんしょう【バンジュル憲章】
バンジョー
バンジージャンプ
バンタムきゅう【バンタム級】
バンダナ
バンダルスリブガワン
バント
バンド
バンド
バンドネオン
バンドン
バンバン
バンパイア
バンパー
バンフ
バンプ
バンプ
バー
バーガー
バークシャーしゅう【バークシャー州】
バークリウム
バークレー
バーゲンセール
バーコード
バーコード
バージニアしゅう【バージニア州】
バージョン
バージン
バージンしょとう【バージン諸島】
バース
バースコントロール
バースコーディネーター
バースデー
バーゼル
バーター
バーチャルリアリティー
バーテン
バーディー
バーデンバーデン
バードウィーク
バードウォッチング
バードストライク
バーナー
バーバリコート
バーブーダとう【バーブーダ島】
バーベキュー
バーベキューパーティー
バーベナ
バーベル
バーボン
バーミューダしょとう【バーミューダ諸島】
バーミンガム
バーミングハム
バーモントしゅう【バーモント州】
バーリ
バール
バール
バールがわ【バール川】
バーレスク
バーレーン
バーン
－ば
－ばかり
－ばこそ
－ばしん【－馬身】
－ばなれ【－離れ】
－ばり【－張り】
－ばる
－ばん【－判】
ばいうぜんせん【梅雨前線】
ばいかいしゃ【媒介者】
ばいかいぶつ【媒介物】
ばいかいへんすう【媒介変数】
ばいきゃくずみ【売却済み】
ばいこくこうい【売国行為】
ばいこくど【売国奴】
ばいしゃくにん【媒酌人】
ばいしゅうけいかく【買収計画】
ばいしゅうこうい【買収行為】
ばいしゅうさく【買収策】
ばいしゅうしきん【買収資金】
ばいしゅうしゃ【買収者】
ばいしゅうせんじゅつ【買収戦術】
ばいしゅうぼうえいさく【買収防衛策】
ばいしゅんおっと【売春夫】
ばいしゅんふ【売春婦】
ばいしゅんぼうしほう【売春防止法】
ばいしゅんやど【売春宿】
ばいしょうきょうてい【賠償協定】
ばいしょうきん【賠償金】
ばいしんいん【陪審員】
ばいしんいんせき【陪審員席】
ばいしんさいばん【陪審裁判】
ばいしんせいど【陪審制度】
ばいせきさいばんかん【陪席裁判官】
ばいどくかんじゃ【梅毒患者】
ばいばいかかく【売買価格】
ばいばいけいやく【売買契約】
ばいばいてすうりょう【売買手数料】
ばいべんしほん【買弁資本】
ばいめいか【売名家】
ばいめいこうい【売名行為】
ばいようき【培養基】
ばいようきん【培養菌】
ばいようど【培養土】
ばかばなし【馬鹿話】
ばくがとう【麦芽糖】
ばくげきき【爆撃機】
ばくしんち【爆心地】
ばくだんせいめい【爆弾声明】
ばくだんどうぎ【爆弾動議】
ばくだんはっぴょう【爆弾発表】
ばくちうち【博打打ち】
ばくはつぶつ【爆発物】
ばくはつりょく【爆発力】
ばくふせいじ【幕府政治】
ばくりょうちょう【幕僚長】
ばくれつだん【爆裂弾】
ばくろきじ【暴露記事】
ばくろしょうせつ【暴露小説】
ばくろぼん【暴露本】
ばけものやしき【化け物屋敷】
ばけんうりば【馬券売り場】
ばしゃうま【馬車馬】
ばじゅつきょうぎ【馬術競技】
ばちあたり【罰当たり】
ばっさいどうろ【伐採道路】
ばっさいめんせき【伐採面積】
ばっすいきょく【抜粋曲】
ばていけい【馬蹄形】
ばていけいじしゃく【馬蹄形磁石】
ばねじかけ【発条仕掛け】
ばねばかり【発条ばかり】
ばふんし【馬糞紙】
ばらいろ【ばら色】
ばらえん【ばら園】
ばらばらじけん【ばらばら事件】
ばりざんぼう【罵詈讒謗ざんぼう】
ばりぞうごん【罵詈雑言】
ばんきんこう【板金工】
ばんきんこうじょう【板金工場】
ばんぐみひょう【番組表】
ばんぐみへんせい【番組編成】
ばんこくき【万国旗】
ばんこくちょさくけんじょうやく【万国著作権条約】
ばんこくはくらんかい【万国博覧会】
ばんこくひょうじゅんじ【万国標準時】
ばんこくゆうびんじょうやく【万国郵便条約】
ばんこくゆうびんれんごう【万国郵便連合】
ばんこくゆうびんれんごう【万国郵便連合】
ばんこんか【晩婚化】
ばんごうふだ【番号札】
ばんごうポータビリティーせいど【番号ポータビリティー制度】
ばんごや【番小屋】
ばんさんかい【晩餐会】
ばんそうしゃ【伴奏者】
ばんそうしゃ【伴走車】
ばんそうぶ【伴奏部】
ばんだい【万代】
ばんのうさいぼう【万能細胞】
ばんのうせんしゅ【万能選手】
ばんのうやく【万能薬】
ばんめん【盤面】
バイアステープ
バイオしょくひん【バイオ食品】
バイオねんりょう【バイオ燃料】
バイオのうやく【バイオ農薬】
バイオやさい【バイオ野菜】
バイオエタノール
バイオガス【バイオガス［ガソリン］】
バイオセンサー
バイオセーフティ
バイオチップ
バイオハザード
バイオマスエネルギー
バイオメトリックスにんしょう【バイオメトリックス認証】
バイオリンそうしゃ【バイオリン奏者】
バイリンガルきょういく【バイリンガル教育】
バケツリレー
バサロえいほう【バサロ泳法】
バスがいしゃ【バス会社】
バスていりゅうじょ【バス停留所】
バスりょこう【バス旅行】
バスろせん【バス路線】
バスガイド
バスストップ
バスタオル
バスターミナル
バスルーム
バスレーン
バスローブ
バターいれ【バター入れ】
バターくさい【バター臭い】
バタークリーム
バターソース
バターナイフ
バチカンしこく【バチカン市国】
バックアップ
バックアップファイル
バックギア
バックグラウンドミュージック
バックスウィング
バックスクリーン
バックストレッチ
バックストローク
バックスピン
バックチャージ
バックトラッキング
バックドロップ
バックナンバー
バックネット
バックハンド
バックパス
バックファイア
バックホーム
バックボーン
バックミラー
バックライト
バッターボックス
バッチしょり【バッチ処理】
バッチファイル
バッティングとうしゅ【バッティング投手】
バッティングアベレージ
バッティングオーダー
バッティングケージ
バッティングコーチ
バッティングセンター
バトンガール【バトンガール［トワラー］】
バトンタッチ
バナーこうこく【バナー広告】
バブルけいざい【バブル経済】
バブルパック
バブルマネー
バラエティーショー
バランスシート
バリアフリー
バレエダンサー
バンコマイシンたいせいちょうきゅうきん【バンコマイシン耐性腸球菌】
バントエンドラン
バンドマスター
バンドマン
バーコードリーダー
バージョンアップ
バージンロード
バースデーケーキ【バースデーケーキ［パーティー，プレゼント］】
バーターせい【バーター制［システム］】
バーターぼうえき【バーター貿易】
バーベキューソース
ばかとはさみはつかいよう【馬鹿と鋏はさみは使いよう】
ばかにする【馬鹿にする】
ばかにつけるくすりはない【馬鹿につける薬はない】
ばかにできない【馬鹿に出来ない】
ばかにならない【馬鹿にならない】
ばかのひとつおぼえ【馬鹿の一つ覚え】
ばかもやすみやすみいえ【馬鹿も休み休み言え】
ばかをみる【馬鹿を見る】
ばくだんをかかえる【爆弾を抱える】
ばれいをかさねる【馬齢を重ねる】
ばんちゃもでばな【番茶も出花】
バスにのりおくれる【バスに乗り遅れる】
バトンをわたす【バトンを渡す】
ばいかいする【媒介する】
ばいかする【倍加する】
ばいきゃくする【売却する】
ばいしゅうする【買収する】
ばいしゅんする【買春する】
ばいしょうする【賠償する】
ばかさわぎをする【ばか騒ぎをする】
ばくげきする【爆撃する】
ばくしする【爆死する】
ばくぜんと【漠然と】
ばくだんはっぴょうする【爆弾発表する】
ばくはつする【爆発する】
ばくはつせいの【爆発性の】
ばくろする【暴露する】
ばっけんする【抜剣する】
ばっしする【抜歯する】
ばていけいの【馬蹄形の】
ばとうする【罵倒する】
ばんかいする【挽回する】
ばんしょくする【伴食する】
ばんしょする【板書する】
ばんそうする【伴走する】
ばんのうの【万能の】
バウンドする
バックアップする
バックファイアする
バハマの
バルバドスの
バントする
バードウォッチングをする
バーブーダとうの【バーブーダ島の】
