な
ながしめ【流し目】
ながしもと【流し元】
ながじゅばん【長襦袢】
ながす【流す】
ながすくじら【長須鯨】
ながそで【長袖】
ながたらしい【長たらしい】
ながだんぎ【長談義】
ながちょうば【長丁場】
ながつづき【長続き】
ながなが【長長】
ながながしい【長長しい】
ながねぎ【長葱】
ながねん、せかいのきびしいたたかいでもまれて【長年、世界の厳しい闘いでもまれて】
ながねん【長年】
ながねん【長年】
ながねんのかだい【長年の課題】
ながねんのくるしみ【長年の苦しみ】
ながねんのけいけん【長年の経験】
ながねんのけんあん【長年の懸案】
ながねんのただいなどりょく【(…による)長年の多大な努力】
ながねんのていか【長年の低下】
ながねんのほうまんけいえい【長年の放漫経営】
ながねんのゆうじん【長年の友人】
ながねんをようする【長年を要する】
ながの【永の】
ながばなし【長話】
ながひばち【長火鉢】
ながびく【長引く】
ながびくぎわく【長引く疑惑】
ながびくふきょう【長引く不況】
ながめ【眺め】
ながめ【長め】
ながめる【眺める】
ながもち【長持】
ながもち【長持ち】
ながや【長屋】
ながゆ【長湯】
ながらうんてん【ながら運転】
ながらえる【長らえる】
ながらく【長らく】
ながれ【流れ】
ながれあるく【流れ歩く】
ながれおちる【流れ落ちる】
ながれこむ【流れ込む】
ながれず【流れ図】
ながれだす【流れ出す】
ながれつく【流れ着く】
ながれでる【流れ出る】
ながれぼし【流れ星】
ながれる【流れる】
ながわずらい【長患い】
なき【亡き】
なき【泣き】
なきあかす【泣き明かす】
なきいる【泣き入る】
なきおとし【泣き落とし】
なきおとす【泣き落とす】
なきかわす【鳴き交わす啼き交わす】
なきがお【泣き顔】
なきがら【亡骸】
なきくずれる【泣き崩れる】
なきくらす【泣き暮らす】
なきごえ【泣き声】
なきごえ【泣き声】
なきごえ【鳴き声啼き声】
なきごと【泣き言】
なきさけぶ【泣き叫ぶ】
なきしきる【鳴きしきる】
なきじゃくる【泣きじゃくる】
なきじょうご【泣き上戸】
なきすがる【泣き縋る】
なきだす【泣き出す】
なきちちのおもかげがいまもちらつく【亡き父の面影が今もちらつく】
なきつく【泣き付く】
なきつら【泣き面】
なきどころ【泣き所】
なきなき【泣き泣き】
なきにしもあらず【無きにしも非ず】
なきぬれる【泣き濡れる】
なきねいり【泣き寝入り】
なきのなみだ【泣きの涙】
なきはらす【泣き腫らす】
なきふす【泣き伏す】
なきべそ【泣きべそ】
なきぼくろ【泣き黒子】
なきまね【泣き真似】
なきむし【泣き虫】
なきやむ【泣き止む】
なきりぼうちょう【菜切り包丁】
なきわかれ【泣き別れ】
なきわめく【泣き喚く】
なきわらい【泣き笑い】
なぎ【凪】
なぎさ【渚汀】
なぎたおす【薙ぎ倒す】
なぎなた【長刀薙刀】
なぎはらう【薙ぎ払う】
なく【泣く】
なく【鳴く啼く】
なくしたぺん【失くしたペン】
なくしもの【無くし物】
なくす【亡くす】
なくす【無くす】
なくてはならない【無くてはならない】
なくてはならないぶんしょ【なくてはならない文書】
なくなく【泣く泣く】
なくなったかたがたのめいふくをいのる【亡くなった方々の冥福を祈る】
なくなったははのすがた【亡くなった母の姿】
なくなったひとのめいぼ【亡くなった人の名簿】
なくなる【亡くなる】
なくなる【無くなる】
なくもがな【無くもがな】
なぐ【凪ぐ】
なぐ【薙ぐ】
なぐさみ【慰み】
なぐさむ【慰む】
なぐさめ【慰め】
なぐさめがお【慰め顔】
なぐさめのことば【慰めの言葉】
なぐさめる【慰める】
なぐりあい【殴り合い】
なぐりあう【殴り合う】
なぐりかえす【殴り返す】
なぐりがき【殴り書き】
なぐりこみ【殴り込み】
なぐりころす【殴り殺す】
なぐりたおす【殴り倒す】
なぐりとばす【殴り飛ばす】
なぐる【殴る】
なけなし【無けなし】
なける【泣ける】
なげ【投げ】
なげあたえる【投げ与える】
なげいれ【投げ入れ】
なげいれる【投げ入れる】
なげうつ【投げうつ擲つ】
なげうり【投げ売り】
なげおろす【投げ下ろす】
なげかける【投げ掛ける】
なげかわしい【嘆かわしい】
なげき【嘆き】
なげきあかす【嘆き明かす】
なげく【嘆く】
なげこむ【投げ込む】
なげし【長押】
なげすてる【投げ捨てる】
なげたおす【投げ倒す】
なげだす【投げ出す】
なげつける【投げ付ける】
なげづり【投げ釣り】
なげとばす【投げ飛ばす】
なげなわ【投げ縄】
なげに【投げ荷】
なげやり【投げ槍】
なげやり【投げ遣り】
なげる【投げる】
なげわざ【投げ技】
なげキッス【投げキッス】
なこうど【仲人】
なごむ【和む】
なごやか【和やか】
なごり【名残り】
なさけ【情け】
なさけない【情けない】
なさけぶかい【情け深い】
なさぬなか【生さぬ仲】
なざし【名指し】
なざす【名指す】
なし【梨】
なし【無し】
なしくずし【済し崩し】
なしじ【梨子地】
なしとげる【成し遂げる】
なしょなるちーむのきょうかたんとうりじ【ナショナルチームの強化担当理事】
なじみ【馴染み】
なじむ【馴染む】
なじる【詰る】
なす【成す】
なす【為す】
なす【生す】
なす【茄子】
なすこん【茄子紺】
なすりあい【擦り合い】
なすりつける【擦り付ける】
なする【擦る】
なずな【薺】
なずむ【泥む】
なぜ【何故】
なぜか【何故か】
なぜなら【何故なら】
なぞ【謎】
なぞ【謎】
なぞかけ【謎掛け】
なぞとき【謎解き】
なぞなぞ【謎謎】
なぞなぞ【謎謎】
なぞのおとこ【謎の男】
なぞはなおおおい【謎はなお多い】
なぞめく【謎めく】
なぞらえる【準える】
なぞる
なぞをとく【謎を解く】
なた【鉈】
なたね【菜種】
なたねあぶら【菜種油】
なたまめ【鉈豆】
なだ【灘】
なだい【名代】
なだかい【名高い】
なだたる【名立たる】
なだめすかす【宥め賺す】
なだめる【宥める】
なだらか
なだれ【雪崩】
なだれ【雪崩】
なだれこむ【雪崩れ込む】
なだれでおしながされる【雪崩で押し流される】
なだれでしぼうする【雪崩で死亡する】
なだれにまきこまれてちっそくしする【雪崩に巻き込まれて窒息死する】
なだれる【雪崩れる】
なだれる【頽れる】
なっせん【捺染】
なってない
なっとう【納豆】
なっとく【納得】
なっぱ【菜っ葉】
なつ【夏】
なつ【夏】
なついん【捺印】
なつかしい【懐かしい】
なつかしがる【懐かしがる】
なつかしむ【懐かしむ】
なつかぜ【夏風邪】
なつかぜ【夏風邪】
なつがけ【夏掛け】
なつがれ【夏枯れ】
なつがれ【夏枯れ】
なつく【懐く】
なつくさ【夏草】
なつぐも【夏雲】
なつける【懐ける】
なつさく【夏作】
なつじかん【夏時間】
なつじかん【夏時間】
なつどり【夏鳥】
なつのあつさがおさまっている【夏の暑さが収まっている】
なつのあつさがおさまっている【夏の暑さが収まっている】
なつのおりんぴっくのしゅかいじょう【夏のオリンピックの主会場】
なつのおわり【夏の終わり】
なつのしょうよ【夏の賞与】
なつのじゅようのぴーく【夏の需要のピーク】
なつのせいふく【夏の制服】
なつのせーる【夏のセール[特売]】
なつのちほうじゅんぎょう【夏の地方巡業《相撲》】
なつば【夏場】
なつば【夏場】
なつばしょ【(大相撲の)夏場所】
なつばしょ【夏場所】
なつばて【夏ばて】
なつばてする【夏バテする［夏負けする］】
なつび【夏日】
なつふく【夏服[夏着、夏物]】
なつふく【夏服】
なつまけ【夏負け】
なつまつり【夏祭】
なつまつり【夏祭】
なつまつり【夏祭】
なつみかん【夏蜜柑】
なつむき【夏向き】
なつめ【棗】
なつめやし【棗椰子】
なつもの【夏物】
なつやさい【夏野菜】
なつやすみ【夏休み】
なつやすみ【夏休み】
なつやせ【夏痩せ】
なつやま【夏山】
なつやましーずん【夏山シーズン】
なつメロ【懐メロ】
なづけおや【名付け親】
なづける【名付ける】
なであげる【撫で上げる】
なでおろす【撫で下ろす】
なでがた【撫で肩】
なでぎり【撫で斬り】
なでしこ【撫子】
なでつける【撫で付ける】
なでまわす【撫で回す】
なでる【撫でる】
なとり【名取り】
など【等】
なな【七】
なないろ【七色】
ななえ【七重】
ななかまど【七竈】
ななくさ【七草】
ななころびやおき【七転び八起き】
ななし【名無し】
ななじゅう【七十】
ななつ【七つ】
ななねんれんぞくであかじけっさんがつづいている【７年連続で赤字決算が続いている】
ななひかり【七光】
ななふしぎ【七不思議】
ななめ【斜め】
なに【何】
なにか【何か】
なにかいへんがある【なにか(よくない)異変がある】
なにかしっくりしないかんじ【何かしっくりしない感じ】
なにかしら【何かしら】
なにかと【何彼と】
なにかというと【何かと言うと】
なにかのいんがで【何かの因果で】
なにかまちがっているかんじがする【何か間違っている感じがする】
なにからなにまで【何から何まで】
なにがおこるだろうとかんがえる【(明日)何が起こるだろうと考える】
なにがし【某】
なにがなし【何がなし】
なにがなんでも【何が何でも】
なにくそ【何くそ】
なにくれと【何呉と】
なにくわぬかお【何食わぬ顔】
なにげない【何気ない】
なにごと【何事】
なにごとにもげんかいというものがある【何事にも限界というものがある】
なにさま【何様】
なにしおう【名にし負う】
なにしろ【何しろ】
なにするものぞ【何するものぞ】
なにせ【何せ】
なにとぞ【何卒】
なにとはなしに【何とは無しに】
なになに【何何】
なににしても【何にしても】
なににせよ【何にせよ】
なににもまして【何にも増して】
なにはさておき【何はさて置き】
なにはともあれ【何はともあれ】
なにはなくとも【何は無くとも】
なにひとつ【何一つ】
なにびと【何人】
なにふじゆうなく【何不自由無く】
なにぶん【何分】
なにほど【何程】
なにも【何も】
なにもかも【何も彼も】
なにもせいかがえられなかった【何も成果が得られなかった】
なにもの【何物】
なにもの【何者】
なにやかや【何や彼や】
なにやら【何やら】
なにゆえ【何故】
なにより【何より】
なにわぶし【浪花節】
なにを【何を】
なにをかいわんや【何をか言わんや】
なにをすべきかあらためてかんがえる【何をなすべきかを改めて考える】
なにをすべきかのほうさくうをかんがえだす【何をなすべきかの方策を考え出す】
なぬし【名主】
なの
なのか【七日】
なのかかんりよう【7日間利用】
なのてくのろじーじだいのとうらい【ナノテクノロジー[微小工学](の)時代の到来】
なのはな【菜の花】
なのり【名乗り】
なのりでる【名乗り出る】
なのる【名乗る】
なばかりのかんりしょく【名ばかりの管理職】
なばかりのとりくみ【名ばかりの取り組み】
なびかせる【靡かせる】
なびく【靡く】
なふだ【名札】
なぶりごろし【嬲り殺し】
なぶりもの【嬲り者】
なぶる【嬲る】
なべ【鍋】
なべかま【鍋釜】
なべぞこ【鍋底】
なべて【並べて】
なべぶた【鍋蓋】
なま【生】
なまあくび【生欠伸】
なまあげ【生揚げ】
なまあたたかい【生暖かい】
なまあたらしい【生新しい】
なまいき【生意気】
なまいきざかり【生意気盛り】
なまえ【名前】
なまえ【名前】
なまえをかえる【名前を変える】
なまえをきかれる【名前を聞かれる】
なまえんそう【生演奏】
なまえんそう【生演奏】
なまかじり【生噛り】
なまかべ【生壁】
なまかわ【生皮】
なまがし【生菓子】
なまがわき【生乾き】
なまき【生木】
なまきず【生傷】
なまぎき【生聞き】
なまくび【生首】
なまくら【鈍】
なまぐさ【生臭】
なまぐさい【生臭い】
なまけぐせ【怠け癖】
なまけもの【怠け者】
なまけもの【樹懶】
なまける【怠ける】
なまこ【海鼠】
なまごみ【生ごみ】
なまごめ【生米】
なまごろし【生殺し】
なまざかな【生魚】
なまじっか
なます【膾鱠】
なまず【鯰】
なまち【生血】
なまちゅうけい【生中継】
なまちょろい【生ちょろい】
なまっちろい【生っ白い】
なまつば【生唾】
なまづけ【生漬け】
なまづめ【生爪】
なまてーぷ【生テープ】
なまなましい【生生しい】
なまなましいきおく【生々しい記憶】
なまにえ【生煮え】
なまにえのぎろん【生煮えの議論】
なまにく【生肉】
なまぬるい【生温い】
なまのえいぞう【生の映像】
なまのぎゅうにく【生の牛肉】
なまのでーた【生のデータ】
なまのみこみ【生飲み込み】
なまはんか【生半可】
なまばんぐみ【生番組】
なまびょうほう【生兵法】
なまびーる【生ビール】
なまへんじ【生返事】
なまほうそう【生放送】
なまほうそう【生放送】
なまぼし【生干し】
なまみ【生身】
なまみず【生水】
なまめかしい【艶めかしい】
なまめく【艶めく】
なまもの【生物】
なまやけ【生焼け】
なまやさしい【生易しい】
なまゆで【生茹で】
なまよい【生酔い】
なまり【訛り】
なまり【鉛】
なまりぶし【生り節】
なまる【訛る】
なまる【鈍る】
なまわさび【生わさび】
なまクリーム【生クリーム】
なまゴム【生ゴム】
なまハム【生ハム】
なまビール【生ビール】
なまフィルム【生フィルム】
なみ【並み】
なみ【波】
なみ【波】
なみあし【並み足】
なみいた【波板】
なみいる【並み居る】
なみうちぎわ【波打ち際】
なみうつ【波打つ】
なみおと【波音】
なみかぜ【波風】
なみがしら【波頭】
なみがた【波形】
なみき【並木】
なみしぶき【波しぶき】
なみじ【波路】
なみせい【並製】
なみたいてい【並大抵】
なみだ【涙】
なみだ【涙】
なみだがお【涙顔】
なみだきん【涙金】
なみだぐましい【涙ぐましい】
なみだぐむ【涙ぐむ】
なみだごえ【涙声】
なみだする【涙する】
なみだするしょうねん【涙する少年】
なみだするとも【涙する友】
なみだつ【波立つ】
なみだもろい【涙脆い】
なみだをながして【涙を流して】
なみだをながす【涙を流す】
なみだをぬぐう【涙をぬぐう】
なみだをみせる【涙を見せる】
なみなみ
なみなみ【並並】
なみにく【並肉】
なみのおと【波の音】
なみのたかさ【波の高さ】
なみのやちん【並みの家賃】
なみのり【波乗り】
なみはずれる【並外れる】
なみま【波間】
なみまくら【波枕】
なみよけ【波除け】
なむさん【南無三】
なめくじ【蛞蝓】
なめこ【滑子】
なめしがわ【鞣し革】
なめす【鞣す】
なめらか【滑らか】
なめらかなどうさ【なめらかな動作】
なめる【嘗める舐める】
なや【納屋】
なやましい【悩ましい】
なやます【悩ます】
なやみ【悩み】
なやみ【悩み】
なやみがある【悩みがある】
なやみをかいけつする【悩みを解決する】
なやみをきく【(…についての)悩みを聞く】
なやむ【悩む】
なよなよ
なよやか
なら
なら【楢】
ならい【習い】
ならいごと【習い事】
ならう【倣う】
ならう【習う】
ならく【奈落】
ならくのあんこく【奈落の暗黒】
ならし【均し】
ならしこうかい【ならし航海】
ならす【均す】
ならす【慣らす】
ならす【生らす】
ならす【馴らす】
ならす【鳴らす】
ならずもの【ならず者】
ならたけ【楢茸】
ならづけ【奈良漬け】
ならでは
ならぬ
ならば
ならび【並び】
ならびしょうする【並び称する】
ならびたつ【並び立つ】
ならびに【並びに】
ならぶ【並ぶ】
ならべたてる【並べ立てる】
ならべる【並べる】
ならわし【習わし】
なり【也】
なり【形】
なり【成り】
なり【生り】
なり【鳴り】
なりあがりもの【成り上がり者】
なりあがる【成り上がる】
なりかわる【成り代わる】
なりかわる【成り変わる】
なりき【生り木】
なりきる
なりきん【成金】
なりさがる【成り下がる】
なりすまし【成り済まし】
なりすまし【成り済まし】
なりすましさぎ【成り済まし詐欺】
なりすましにたいしょする【なりすましに対処[対抗]する】
なりすましひがい【なりすまし被害】
なりすます【成り済ます】
なりたち【成り立ち】
なりたつ【成り立つ】
なりたはっちゃくのこくさいせんのびんすう【成田発着の国際線の便数】
なりて【なり手】
なりと
なりどし【生り年】
なりはてる【成り果てる】
なりひびく【鳴り響く】
なりふり【形振り】
なりもの【鳴り物】
なりものいりでつくられたそのそしきもいまはなかずとばずだ【鳴り物入りで作られたその組織も今は鳴かず飛ばずだ】
なりゆき【成り行き】
なりわい【生業】
なりわたる【鳴り渡る】
なる【成る】
なる【為る】
なる【生る】
なる【鳴る】
なるこ【鳴子】
なるべく
なるほど【成程】
なれ【慣れ】
なれあい【馴れ合い】
なれあう【馴れ合う】
なれそめ【馴れ初め】
なれっこ【慣れっこ】
なれなれしい【馴れ馴れしい】
なれのはて【成れの果て】
なれる【慣れる】
なれる【熟れる】
なれる【狎れる】
なれる【馴れる】
なわ【縄】
なわ【縄】
なわしろ【苗代】
なわで…をむすぶ【縄で…を結ぶ】
なわとび【縄飛び】
なわとび【縄飛び縄跳び】
なわとびのなわ【縄跳びの縄】
なわとびをする【縄跳びをする】
なわばしこ【縄ばしご】
なわばしご【縄ばしご】
なわばり【縄張り】
なわばりあらそい【(AとBの)縄張り争い】
なわばりいしき【縄張り意識】
なわばりいしきのつよいかんりょう【縄張り意識の強い官僚(たち)】
なわばりいしきのつよいやくにんたち【縄張り意識の強い役人たち】
なわめ【縄目】
なわをとく【縄を解く】
なん【何】
なん【難】
なんい【南緯】
なんい【難易】
なんおう【南欧】
なんか【南下】
なんか【軟化】
なんかい【何回】
なんかい【南海】
なんかい【難解】
なんかいとらふじしんへのふあん【南海トラフ地震への不安】
なんかいトラフ【南海トラフ】
なんかのきざし【軟化の兆し】
なんかん【難関】
なんかん【難関】
なんかんだいがく【難関大学】
なんかんにちょくめんする【(技術的)難関に直面する】
なんが【南画】
なんがん【南岸】
なんがんていきあつのしんろ【南岸低気圧の進路】
なんきつ【難詰】
なんきゅう【軟球】
なんきょく【南極】
なんきょく【南極】
なんきょく【難局】
なんきょく【難局】
なんきょく【難曲】
なんきょくかい【南極海】
なんきょくたいりく【南極大陸】
なんきょくたんけん【南極探検】
なんきょくたんけんか【南極探検家】
なんきょくちかくのむじんとう【南極近くの無人島】
なんきょくで【難局で】
なんきょくにちょくめんする【難局に直面する】
なんきょくにのぞむ【難局に臨む】
なんきょくをのりきる【難局を乗り切る[克服する]】
なんきょくをのりきるためのつよいいし【難局を乗り切るための強い意志】
なんきん【南京】
なんきん【軟禁】
なんぎ【難儀】
なんぎょう【難行】
なんくせ【難癖】
なんげん【南限】
なんこう【軟膏】
なんこう【軟鋼】
なんこう【難航】
なんこうがい【軟口蓋】
なんこうふらく【難攻不落】
なんこつ【軟骨】
なんご【喃語】
なんご【難語】
なんごく【南国】
なんさしょとう【南沙諸島】
なんざん【難産】
なんしき【軟式】
なんしきてにす【軟式［ソフト］テニス《日本で考案されたもの》】
なんしちょう【難視聴】
なんしつ【軟質】
なんしょ【難所】
なんしょう【なんしょう(南昌)】
なんしょく【難色】
なんじ【何時】
なんじ【汝爾】
なんじ【難事】
なんじ【難治】
なんじかん【何時間】
なんじゃく【軟弱】
なんじゅう【難渋】
なんすい【軟水】
なんせい【南西】
なんせい【軟性】
なんせん【難船】
なんたいどうぶつ【軟体動物】
なんたる【何たる】
なんたん【南端】
なんだ【何だ】
なんだい【難題】
なんだい【難題】
なんだいがまちかまえている【難題が待ちかまえている】
なんだいにちょくめんしている【難題に直面している】
なんだいにとりくむ【(多くの)難題に取り組む】
なんだいをかいけつする【難題[面倒な問題]を解決する】
なんだいをかいけつする【難題を解決する】
なんだいをかかえている【難題を抱えている】
なんだか【何だか】
なんだかだ【何だかだ】
なんだったら【何だったら】
なんちゃくりく【軟着陸】
なんちゃくりく【軟着陸】
なんちゅう【南中】
なんちゅう【難中】
なんちょう【南朝】
なんちょう【軟調】
なんちょう【難聴】
なんて【何て】
なんてき【難敵】
なんてつ【軟鉄】
なんてん【南天】
なんてん【難点】
なんで【何で】
なんであれ【何であれ】
なんでい【軟泥】
なんでも【何でも】
なんでもない【何でもない】
なんでもや【何でも屋】
なんと【何と】
なんといっても【何と言っても】
なんとう【南東】
なんとう【軟投】
なんとおり【何通り】
なんとか【何とか】
なんとしても【何としても】
なんとなく【何と無く】
なんとなれば【何となれば】
なんとはなしに【何とは無しに】
なんとも【何とも】
なんともいえない【何とも言えない】
なんとやら【何とやら】
なんど【何度】
なんど【納戸】
なんど【難度】
なんどく【難読】
なんなく【難無く】
なんなら【何なら】
なんなりと【何なりと】
なんなんせい【南南西】
なんなんとう【南南東】
なんなんとする
なんにち【何日】
なんにも【何にも】
なんにもならない【何にもならない】
なんにん【何人】
なんにんかのげんしょくぎいんがらくせんした【何人かの現職議員が落選した】
なんねん【何年】
なんねん【難燃】
なんねんものれんしゅう【何年もの練習】
なんの【何の】
なんのいぎもない【(…に)何の異議もない】
なんのかの【何の彼の】
なんのていこうもなく【何の抵抗もなく】
なんばん【何番】
なんばん【南蛮】
なんばーぷれーと【(自動車の)ナンバープレート】
なんぱ【軟派】
なんぱ【難破】
なんびゃくけんものくじょうがよせられた【何百件もの苦情が寄せられた[入った]】
なんびゃくまんにんものいんすたぐらむゆーざー【何百万人ものインスタグラムユーザー】
なんびょう【難病】
なんびょうかんじゃ【難病患者】
なんぴょうよう【南氷洋】
なんぶ【南部】
なんぶ【南部】
なんぶつ【難物】
なんぶのこうぎょうちたい【南部の工業地帯】
なんぶのだいひょう【南部の代表】
なんぶんがく【軟文学】
なんぷう【南風】
なんべい【南米】
なんべん【何遍】
なんべん【軟便】
