えいぎょうひみつ【営業秘密】
とうけい【統計】
とうけい【闘鶏】
とうけいしりょう【統計資料[データ]】
とうけいずひょう【統計図表】
とうけいちょうさ【統計調査】
とうけいでーた【統計データ】
とうけいにもとづくじっしょうてきなこんきょ【統計に基づく実証的な根拠】
とうけいによれば…だ【統計によれば…だ】
とうけいねんかん【統計年鑑】
とうけいひょう【統計表】
とうけいひょう【統計表】
とうけいをいつわる【統計を偽る】
とうけいをとる【統計を取る】
とうけつ【凍結】
とうけつしたろめん【凍結した路面】
とうけつをかいじょする【(賃金の)凍結を解除する】
とうけん【刀剣】
とうけん【闘犬】
とうげ【峠】
とうげい【陶芸】
とうげんきょう【桃源郷】
とうこう【刀工】
とうこう【投光】
とうこう【投稿】
とうこう【投降】
とうこう【登校】
とうこう【陶工】
とうこうせいてい【東高西低】
とうこうせん【等高線】
とうこうらん【(俳句の)投稿欄】
とうこつ【橈骨】
とうこつ【頭骨】
とうこつしんけいまひ【橈骨神経麻痺】
とうこん【刀痕】
とうこん【当今】
とうこん【痘痕】
とうこん【闘魂】
とうご【統語】
とうごう【等号】
とうごう【統合】
とうごう【統合】
とうごうてじゅん【統合手順】
とうごうをすすめる【統合を進める】
とうごうをひろげる【統合を広げる】
とうごく【投獄】
とうごせん【等語線】
とうさ【等差】
とうさ【踏査】
とうさい【搭載】
とうさく【倒錯】
とうさく【盗作】
とうさく【盗作】
とうさくさわぎ【盗作騒ぎ】
とうさくしゃ【盗作者】
とうさくする【盗作する】
とうさつ【盗撮】
とうさつしゃしん【盗撮写真】
とうさん【倒産】
とうさん【倒産】
とうさん【父さん】
とうさんけんすう【倒産件数】
とうさんする【倒産する】
とうさんのおおはばなぞうか【倒産の大幅な増加】
とうさんをふせぐ【倒産を防ぐ】
とうざ【当座】
とうざ【当座】
とうざい【東西】
とうざい【東西】
とうざいけいざいかいろう【東西経済回廊】
とうざいちいきかんにくさびをうちこむ【東西地域間にくさびを打ち込む】
とうざいなんぼく【東西南北】
とうざいぶんめい【東西文明】
とうざいれいせん【東西冷戦】
とうざしのぎに【当座しのぎに】
とうざしのぎのしゅうふくをする【当座しのぎの修復をする】
とうざよきん【当座預金】
とうざをしのごうとする【当座をしのごうとする】
とうし【凍死】
とうし【投資】
とうし【投資】
とうし【透視】
とうし【闘士】
とうし【闘志】
とうしあなりすと【投資アナリスト】
とうしあなりすと【投資アナリスト】
とうしか【投資家】
とうしかしんり【投資家心理】
とうしかのかんてん【投資家の観点】
とうしがいしゃ【投資会社】
とうしがくをかいしゅうする【投資額を回収する】
とうしき【等式】
とうしぎんこう【投資銀行】
とうしぎんこう【投資銀行】
とうししゅうえき【投資収益】
とうししんたく【投資信託】
とうしじぎょうくみあい【投資事業組合】
とうしじゅんびきん【投資準備金】
とうしそんしつ【投資(による)損失】
とうしつ【等質】
とうしつ【糖質】
とうしつ【透湿】
とうしのかんゆう【投資の勧誘】
とうしのそくしん【投資の促進】
とうしめいこうほしゃ【党(の)指名候補者】
とうしゃ【当社】
とうしゃ【投射】
とうしゃ【謄写】
とうしゃ【透写】
とうしゅ【党首】
とうしゅ【当主】
とうしゅ【投手】
とうしゅう【踏襲】
とうしゅく【投宿】
とうしゅとうろん【党首討論】
とうしょ【当初】
とうしょ【当所】
とうしょ【投書】
とうしょ【頭書】
とうしょう【凍傷】
とうしょう【刀匠】
とうしょう【東証】
とうしょう【闘将】
とうしょのうんえい【当初の運営】
とうしょのけいかく【(…のための)当初の計画】
とうしょのそうさく【当初[初期]の捜索】
とうしょのもくてきにぎゃっこうする【当初の目的に逆行する】
とうしょぼうえい【島しょ防衛】
とうしょぼうえいのためにせんかんをはいびする【島嶼防衛のために戦艦を配備する】
とうしょらん【(新聞の)投書欄】
とうしん【刀身】
とうしん【投身】
とうしん【東進】
とうしん【灯心】
とうしん【盗心】
とうしん【等親】
とうしん【等身】
とうしん【答申】
とうしん【答申】
とうしんあん【答申案】
とうしんせん【等深線】
とうしんをくつがえす【答申を覆す】
とうじ【冬至】
とうじ【冬至】
とうじ【当事】
とうじ【当時】
とうじ【杜氏】
とうじ【湯治】
とうじ【答辞】
とうじ【蕩児】
とうじき【陶磁器】
とうじこうい【統治行為】
とうじしゃ【当事者】
とうじせい【等時性】
とうじつ【当日】
とうじつ【当日】
とうじつうりのきっぷ【当日売りの切符】
とうじょう【搭乗】
とうじょう【搭乗】
とうじょう【登場】
とうじょういん【搭乗員】
とうじょうか【筒状花】
とうじょうか【頭状花】
とうじょうぐち【搭乗口】
とうじょうけん【搭乗券】
とうじょうげーと【搭乗ゲート】
とうじょうしゃ【搭乗者[乗客]】
とうじょうしゃのぎょうれつ【搭乗者の行列】
とうじょうしゃめいぼ【搭乗者名簿】
とうじょうじこく【搭乗(開始)時刻】
とうじょうする【搭乗する】
とうじょうてつづきかうんたー【搭乗手続きカウンター】
とうじょうてつづきをする【搭乗手続きをする】
とうじょうまちあいしつ【搭乗待合室】
とうじりつ【透磁率】
とうじる【投じる】
とうじん【党人】
とうじん【蕩尽】
とうすい【統帥】
とうすい【陶酔】
とうすいせい【透水性】
とうすう【頭数】
とうずる【投ずる】
とうせい【党勢】
とうせい【当世】
とうせい【統制】
とうせい【統制】
とうせいかかく【統制価格】
とうせいのきかないどくさい【統制のきかない独裁】
とうせいのけつじょ【統制の欠如】
とうせいをさらにつよめておさえこむ【統制をさらに強めて抑え込む】
とうせき【党籍】
とうせき【投石】
とうせき【透析】
とうせつ【当節】
とうせん【当籤】
とうせん【当選】
とうせんいっかいのわかてぎいんたち【当選一回の若手議員たち】
とうせんしたしんじん【当選した新人】
とうぜ【党是】
とうぜん【当然】
とうぜん【東漸】
とうぜん【陶然】
とうそう【痘瘡】
とうそう【逃走】
とうそう【闘争】
とうそう【闘争】
とうそうしん【闘争心】
とうそうほんのう【闘争本能】
とうそく【党則】
とうそく【等速】
とうそくるい【頭足類】
とうそつ【統率】
とうぞく【盗賊】
とうた【淘汰】
とうたいしっき【陶胎漆器】
とうたつ【到達】
とうだ【投打】
とうだい【当代】
とうだい【灯台】
とうだん【登壇】
とうち【倒置】
とうち【当地】
とうち【統治】
とうち【統治】
とうちきのう【統治機能】
とうちげんり【統治原理】
とうちのうりょくぶそくのもんだい【統治能力不足の問題】
とうちのうりょくをたかめる【統治能力を高める】
とうちのきほん【統治の基本】
とうちゃく【到着】
とうちゃく【到着】
とうちゃくえき【到着駅】
とうちゃくげーと【到着ゲート】
とうちゃくじかん【到着時間】
とうちゃくじこく【到着時刻】
とうちゃくのおくれ【到着の遅れ】
とうちゃくのおくれ【到着の遅れ】
とうちゃくほーむ【到着ホーム】
とうちゃくよていじこく【到着予定時刻】
とうちゃくろびー【到着ロビー】
とうちゅう【頭注】
とうちょう【登庁】
とうちょう【登頂】
とうちょう【盗聴】
とうちょう【頭頂】
とうちょく【当直】
とうちょくのかんごし【当直の看護師】
とうつう【疼痛】
とうてい【到底】
とうてき【投擲】
とうてつ【透徹】
とうてん【当店】
とうてん【読点】
とうとい【尊い】
とうとい【貴い】
とうとう【到頭】
とうとう【滔滔】
とうとう【等等】
とうとつ【唐突】
とうとぶ【尊ぶ】
とうとぶ【貴ぶ】
とうど【凍土】
とうど【糖度】
とうど【陶土】
とうどへき【凍土壁】
とうどり【頭取】
とうない【党内】
とうないでこりつする【党内で孤立する】
とうないのこんらん【党内の混乱】
とうないはばつ【党内派閥】
とうなす【唐茄子】
とうなん【東南】
とうなん【盗難】
とうなん【盗難】
とうなんあじあ【東南アジア】
とうなんあじあしょこくれんごう【東南アジア諸国連合】
とうなんあじあじょうやくきこう【東南アジア条約機構】
とうなんあじあにきょうこなちほをかためる【東南アジアに強固な地歩を固める】
とうなんあじあのあんてい【東南アジアの安定】
とうなんあじあのきんりんこく【東南アジアの近隣国】
とうなんあじあのくにぐに【東南アジアの国々】
とうなんあじあのけいざいせいちょう【東南アジアの経済成長】
とうなんあじあのせいぞうぎょうのちゅうしん【東南アジアの製造業の中心】
とうなんあじあのせいちょう【東南アジアの成長】
とうなんあじあのひとびと【東南アジアの人々】
とうなんあじあのへいわ【東南アジアの平和】
とうなんあじあのみんしゅしゅぎ【東南アジアの民主主義】
とうなんあじあは…でおおきなやくわりをはたしてきた【東南アジアは…で大きな役割を果たしてきた】
とうなんあじあへのりょこう【東南アジアへの旅行】
とうなんあじあをしえんする【東南アジアを支援する】
とうなんあじあをほうもんする【東南アジアを訪問する】
とうなんけいほうそうち【盗難警報装置】
とうなんしゃ【盗難車】
とうなんで【盗難で】
とうなんとう【東南東】
とうなんとどけ【盗難届け】
とうなんのきけん【盗難の危険(性)】
とうなんへのたいさくをきょうかする【盗難への対策を強化する】
とうなんほけん【盗難保険】
とうなんをふせぐ【盗難を防ぐ】
とうにたいするあいちゃく【党に対する愛着】
とうにゅう【投入】
とうにゅう【豆乳】
とうにょうびょう【糖尿病】
とうにん【当人】
とうねん【当年】
とうの【当の】
とうのえりーと【党のエリート(層)】
とうのこうやくをつくる【党の公約を作る】
とうのこうやくをはっぴょうする【党の公約を発表する】
とうのこうやくをまとめる【党の公約をまとめる】
とうのじばん【党の(厚い)地盤】
とうのでんとうにたよる【党の伝統に頼る】
とうのぶんれつをさける【党の分裂を避ける[回避する]】
とうのむかし【疾うの昔】
とうのやくいん【党の役員】
とうは【党派】
とうは【踏破】
とうはいごう【統廃合】
とうはつ【頭髪】
とうはん【登攀】
とうばく【倒幕】
とうばく【討幕】
とうばつ【盗伐】
とうばつ【討伐】
とうばん【当番】
とうばん【登板】
とうひ【唐檜】
とうひ【当否】
とうひ【等比】
とうひ【逃避】
とうひょう【投票】
とうひょう【投票】
とうひょうけっか【投票(の)結果】
とうひょうけん【投票権】
とうひょうけんをもつりじ【投票権を持つ理事】
とうひょうしゃ【投票者】
とうひょうしゃのかはんすうのさんせい【投票者の過半数の賛成】
とうひょうしゃのななわりちかくがそのじょうやくのひじゅんにさんせいした【投票者の７割近くがその条約の批准に賛成した】
とうひょうじかん【投票時間】
とうひょうじかん【投票時間】
とうひょうじかんをえんちょうする【投票時間を延長する】
とうひょうじょ【投票所】
とうひょうどうこうぶんせきのせんもんか【投票動向分析の専門家】
とうひょうにいく【投票に行く】
とうひょうばこ【投票箱】
とうひょうび【投票日】
とうひょうほうしき【投票方式】
とうひょうほうしきのあくよう【投票方式の悪用】
とうひょうようし【投票用紙】
とうひょうりつ【投票率】
とうひょうをえんきする【投票を延期する】
とうひん【盗品】
とうび【掉尾】
とうびょう【投錨】
とうびょう【痘苗】
とうびょう【闘病】
とうふ【豆腐】
とうふう【東風】
とうぶ【東部】
とうぶ【頭部】
とうぶん【当分】
とうぶん【等分】
とうぶん【糖分】
とうぶんれつというぎせいもじさずに【党分裂という犠牲も辞さずに】
とうぶんれつのひきがねになる【党分裂の引き金になる[を引き起こす]】
とうぶんれつをまねく【党分裂を招く】
とうへき【盗癖】
とうへん【等辺】
とうへんぼく【唐変木】
とうべん【答弁】
とうべん【答弁】
とうべんをしゅうせいする【答弁を修正する】
とうほう【当方】
とうほう【東方】
とうほうくしんかんせんのぐらんくらすしゃりょう【東北新幹線のグランクラス車両】
とうほく【東北】
とうほくとう【東北東】
とうほん【謄本】
とうほんせいそう【東奔西走】
とうぼう【逃亡】
とうぼく【倒木】
とうみつ【糖蜜】
とうみょう【灯明】
とうみん【冬眠】
とうみん【島民】
とうむ【党務】
とうめい【透明】
とうめい【透明】
とうめいせいのけつじょ【透明性の欠如】
とうめいせいをかくほする【透明性を確保する】
とうめん【当面】
とうめんのあんてい【当面の[一時的]安定】
とうもく【頭目】
とうもろこし【玉蜀黍】
とうや【陶冶】
とうやく【投薬】
とうゆ【桐油】
とうゆ【灯油】
とうゆ【灯油】
とうゆうし【投融資】
とうゆのふぁんひーたー【灯油のファンヒーター】
とうよ【投与】
とうよう【当用】
とうよう【東洋】
とうよう【登用】
とうよう【盗用】
とうらい【到来】
とうらく【当落】
とうらく【騰落】
とうり【党利】
とうりつ【倒立】
とうりゃく【党略】
とうりゅう【逗留】
とうりゅうもん【登竜門】
とうりょう【当量】
とうりょう【投了】
とうりょう【棟梁】
とうりょう【等量】
とうりょう【頭領】
とうりょうのわざ【(大工の)棟梁の技】
とうるい【盗塁】
とうるい【糖類】
とうれい【答礼】
とうろう【灯籠】
とうろう【蟷螂】
とうろく【登録】
とうろくしたしみん【登録した市民】
とうろくしんせい【(…の)登録申請】
とうろくなんばー【(自動車の)登録ナンバー】
とうろん【討論】
とうろん【討論】
とうろんかい【討論会】
とうろんかいをじゅんびする【討論会を準備する】
とうろんしてきめる【討論して決める】
とうろんのしょうてん【討論の焦点】
とうろんのてーま【討論のテーマ】
とうろんようしりょう【討論用資料】
とうろんをおこなう【討論を行なう】
とうろんをつうじて【討論を通じて】
とうわく【当惑】
とうをたてる【塔を建てる】
とう－【等－】
とえい【都営】
とえはたえ【十重二十重】
とお【十】
とおあさ【遠浅】
とおい【遠い】
とおいおもいで【遠い思い出】
とおいきおくをかきたてる【遠い記憶をかきたてる】
とおいききめ【速い効き目】
とおう【渡欧】
とおえん【遠縁】
とおか【十日】
とおかえびす【十日戎】
とおからず【遠からず】
とおからぬ【遠からぬ】
とおく【遠く】
とおくにらいめいをきいた【遠くに雷鳴を聞いた】
とおざかる【遠ざかる】
とおざける【遠ざける】
とおし【通し】
とおす【透す】
とおす【通す】
とおせんぼう【通せん坊】
とおで【遠出】
とおといぎせい【尊い犠牲】
とおなり【遠鳴り】
とおね【遠音】
とおのく【遠退く】
とおのける【遠退ける】
とおのり【遠乗り】
とおび【遠火】
とおぼえ【遠吠え】
とおまき【遠巻き】
とおまわし【遠回し】
とおまわり【遠回り】
とおみ【遠見】
とおみみ【遠耳】
とおめ【遠目】
とおり【通り】
とおり【通り】
とおりあめ【通り雨】
とおりあわせる【通り合わせる】
とおりいっぺん【通り一遍】
とおりいっぺんのはつげん【通り一遍の発言】
とおりかかる【通り掛かる】
とおりがかり【通り掛かり】
とおりがけ【通り掛け】
とおりこす【通り越す】
とおりことば【通り言葉】
とおりすがり【通りすがり】
とおりすぎる【通り過ぎる】
とおりそうば【通り相場】
とおりな【通り名】
とおりぬけ【通り抜け】
とおりぬける【通り抜ける】
とおりま【通り魔】
とおりみち【通り道】
とおる【通る】
とか【都下】
とかい【都会】
とかい【都会】
とかいせいかつ【都会生活】
とかいのじゅうにん【都会の住人】
とかいのひとたち【都会の人たち】
とかく【兎角】
とかげ【蜥蜴】
とかす【梳かす】
とかす【溶かす】
とかす【解かす】
とが【科咎】
とがき【ト書き】
とがめ【咎め】
とがめだて【咎め立て】
とがめる【咎める】
とがらす【尖らす】
とがりごえ【尖り声】
とがる【尖る】
とき【時】
とき【鴇】
ときあかす【解き明かす】
ときあかす【説き明かす】
ときおこす【説き起こす】
ときおよぶ【説き及ぶ】
ときおり【時折り】
ときかた【解き方】
とききかせる【解き聞かせる】
ときたま【時偶】
ときつける【説きつける】
ときとして【時として】
ときとともにあっかする【時とともに悪化する】
ときどき【時時】
ときならぬ【時ならぬ】
ときに【時に】
ときのうん【時の運】
ときのけいか【時の(長い)経過】
ときのけいかにつれて【時の経過につれて[とともに]】
ときのこえ【鬨の声】
ときのことば【時の言葉[流行語]】
ときのひなのたんじょう【トキのひなの誕生】
ときはなす【解き放す】
ときふせる【説き伏せる】
ときほぐす【溶きほぐす】
ときほぐす【解きほぐす】
ときめかす
ときめき
ときめく
ときめく【時めく】
ときょうそう【徒競走】
ときわぎ【常磐木】
ときん【鍍金】
とぎ【伽】
とぎかい【(東京)都議会】
とぎじる【研ぎ汁】
とぎすます【研ぎ澄ます】
とぎれとぎれ【途切れ途切れ】
とぎれる【途切れる】
とく【得】
とく【徳】
とく【梳く】
とく【溶く】
とく【解く】
とく【説く】
とく【都区】
とくい【得意】
とくい【得意】
とくい【特異】
とくいかもく【得意科目】
とくいく【徳育】
とくいなでざいん【特異なデザイン】
とくいのかこうぎじゅつ【得意の加工技術】
とくいのしょうえねるぎーぎじゅつ【得意の省エネルギー技術】
とくいぶんや【得意分野】
とくがく【篤学】
とくぎ【徳義】
とくぎ【特技】
とくさ【木賊】
とくさく【得策】
とくさつ【特撮】
とくさん【特産】
とくさんひんのさんち【特産品の産地】
とくし【特使】
とくし【篤志】
とくしつ【得失】
とくしつ【特質】
とくしゃ【特写】
とくしゃ【特赦】
とくしゅ【特殊】
とくしゅう【特集】
とくしゅきんむてあて【特殊勤務手当】
とくしゅしゃりょう【特殊車両】
とくしょう【特賞】
とくしょく【特色】
とくしょく【特色】
とくしょくをしめす【特色を示す】
とくしょくをつくりだす【特色を作り出す】
とくしょくをめいかくにうちだす【特色を明確に打ち出す】
とくしん【得心】
とくしん【特進】
とくじつ【篤実】
とくじゅ【特需】
とくじょう【特上】
とくせい【徳性】
とくせい【徳政】
とくせい【特性】
とくせい【特性】
とくせい【特製】
とくせいをりかいする【(銀の)特性を理解する】
とくせつ【特設】
とくせん【特選】
とくそう【特捜】
とくそう【特装】
とくそく【督促】
とくたいせい【特待生】
とくだい【特大】
とくだね【特種】
とくだんのりゆう【特段の理由】
とくちゅう【特注】
とくちょう【特徴】
とくちょう【特徴】
とくちょう【特長】
とくてい【特定】
とくていがいらいせいぶつ【特定外来生物】
とくていしせつ【特定施設】
とくていのきかん【特定の期間[時間枠]】
とくていのしゅうきょう【特定の宗教】
とくていのそしき【特定の組織】
とくていのたちばにかたよる【特定の立場にかたよる】
とくていのだんたい【特定の団体】
とくていのてーま【特定のテーマ】
とくていのわだい【特定の話題】
とくていのわだいにかんしんをもつひとびと【特定の話題に関心をもつ人びと】
とくていひみつのしてい【特定秘密の指定】
とくていひみつのらんよう【特定秘密の乱用】
とくてん【得点】
とくてん【得点】
とくてん【特典】
とくてんけいじばん【得点掲示板】
とくと【篤と】
とくとう【特等】
とくとうびょう【禿頭病】
とくとく
とくとく【得得】
とくど【得度】
とくに…にしょうてんをあてて【特に…に焦点をあてて[に力点を置いて]】
とくに【特に】
とくにちゅうもくされること【特に注目されること】
とくにちゅうもくにあたいする【特に注目に値する】
とくのうか【篤農家】
とくは【特派】
とくはい【特配】
とくはつ【特発】
とくばい【特売】
とくひつ【特筆】
とくひょう【得票】
とくべつ【特別】
とくべつかんさ【特別監査】
とくべつきできこくする【特別機で帰国する】
とくべつそんしつ【特別損失】
とくべつちょうさいいんかい【特別調査委員会】
とくべつてあてをしはらう【特別(の)手当を支払う】
とくべつなたいぐう【特別な待遇】
とくべつなばしょ【特別な場所】
とくべつなふくそうをする【特別な服装をする[ドレスアップする]】
とくべつなもよおし【特別な催し】
とくべつのあいだがら【特別の間柄】
とくべつのおくりもの【特別の贈り物】
とくべつのかんけい【特別の関係】
とくべつのせきにん【特別の責任】
とくべつのたてもの【特別の建物】
とくべつゆうびんちょきん【特別郵便貯金】
とくべつようごろうじんほーむのにゅうしょようけん【特別養護老人ホームの入所要件】
とくべつりっぽう【特別立法】
とくほう【特報】
とくほん【読本】
とくぼう【徳望】
とくむ【特務】
とくめい【匿名(性)】
とくめい【匿名】
とくめい【特命】
とくめいきょうじゅ【特命教授】
とくめいでんわ【匿名電話】
とくめいのていきょうしゃ【匿名の(腎臓)提供者】
とくめいのでんしめーる【匿名の電子メール】
とくめいのめーる【匿名の(電子)メール】
とくもく【徳目】
とくやく【特約】
とくゆう【特有】
とくよう【徳用】
とくれい【特例】
とくれい【督励】
とくれいそち【特例[優遇]措置】
とくれいそちのさいよう【特例措置の採用】
とぐ【研ぐ】
とぐち【戸口】
とぐるま【戸車】
とぐろ
とけあう【溶け合う】
とけあう【解け合う】
とけい【徒刑】
とけい【時計】
とけい【時計】
とけいのうごき【時計の動き】
とけいのうごき【時計の動き】
とけいのはり【時計の針】
とけいのはりをぎゃくもどりさせる【時計の針を逆戻りさせる】
とけいをする【時計をする[はめる]】
とけいをはずす【時計をはずす】
とけいをみる【時計を見る】
とけこむ【溶け込む】
とけつ【吐血】
とける【溶ける】
とける【解ける】
とげ【刺棘】
とげうお【棘魚】
とげとげ
とげとげしい【刺刺しい】
とげる【遂げる】
とこ【床】
とこあげ【床上げ】
とこいり【床入り】
とこう
とこう【渡航】
とこかざり【床飾り】
とこしえ【常しえ】
とことこ
とことん
とこなつ【常夏】
とこのま【床の間】
とこはる【常春】
とこばしら【床柱】
とこばなれ【床離れ】
とこや【床屋】
とこやま【床山】
とこよ【常世】
ところ【所処】
ところえがお【所得顔】
ところが
ところがき【所書き】
ところせましと【所狭しと】
ところてん【心太】
ところで
ところどころ【所所】
ところばんち【所番地】
とさか【鶏冠】
とさつ【塗擦】
とさつ【屠殺】
とざい【吐剤】
とざす【閉ざす】
とざま【外様】
とざん【登山】
とざん【登山】
とざんか【登山家[者]】
とざんする【登山する】
とざんたい【登山隊】
とざんてつどう【登山鉄道】
とざんてつどう【登山鉄道】
とざんとどけ【登山届(書)】
とざんどう【登山道】
とざんるーと【登山ルート】
とし【年】
とし【都市】
とし【都市】
としあけ【年明け】
としいんふら【都市インフラ】
としいんふら【都市インフラ】
としうえ【年上】
としおいる【年老いる】
としおとこ【年男】
としか【都市化】
としかさ【年嵩】
としかっこう【年格好】
としかんきょう【都市環境】
としかんきょうをけいせいする【都市環境を形成する】
としがい【年甲斐】
としぎんこう【都市銀行】
としぎんこう【都市銀行】
としけいかく【都市計画】
としこし【年越し】
としご【年子】
としごと【年毎】
としごろ【年頃】
としさいかいはつ【都市再開発】
としさいせいけいかく【都市再生計画】
としした【年下】
としじゅうみん【都市住民】
としじんこう【都市人口】
としじんこう【都市人口】
としせいかつ【都市生活】
としたける【年長ける】
としつき【年月】
としとる【年取る】
としなみ【年波】
としのくれ【年の暮れ】
としのこう【年の功】
としのころ【年の頃】
としのせ【年の瀬】
としのちか【都市の地価】
としのとおり【都市の通り】
としのふっこう【都市の復興】
としは【年端】
としぶ【都市部】
としぶからちほうへのいじゅうをしょうれいする【都市部から地方への移住を奨励する】
としぶのかーしぇありんぐ【都市部のカーシェアリング】
としぶのねっとわーく【都市部のネットワーク】
としへる【年経る】
としま【年増】
としまわり【年回り】
としゃ【吐瀉】
としゅ【徒手】
としゅ【斗酒】
としょ【図書】
としょ【図書】
としょえつらんしつ【図書閲覧室】
としょかん【図書館】
としょかん【図書館】
としょかんあしすたんと【図書館アシスタント】
としょかんあしすたんと【図書館アシスタント】
としょかんいせつ【図書館施設】
としょかんしすてむ【図書館システム】
としょかんではたらく【図書館で働く】
としょかんねっとわーく【図書館ネットワーク】
としょかんのしょくいん【図書館の職員】
としょかんぼらんてぃあ【図書ボランティア】
としょかんをしえんする【図書館を支援する】
としょく【徒食】
としょしつ【図書室】
としょのきぞう【図書の寄贈】
としょをきぞうする【図書を寄贈する】
としょをせいりする【図書を整理する】
としより【年寄り】
としよりくさい【年寄り臭い】
としわかいむすこ【年若い息子】
としをけんせつする【都市を建設する】
としをまるごとはかいする【都市を丸ごと破壊する】
としん【都心】
とじ【綴じ】
とじあわせる【綴じ合わせる】
とじこみ【綴じ込み】
とじこむ【綴じ込む】
とじこめる【閉じ込める】
とじこもる【閉じ籠もる】
とじしろ【綴じ代】
とじぶた【綴じ蓋】
とじまり【戸締まり】
とじめ【綴じ目】
とじょう【途上】
とじる【綴じる】
とじる【閉じる】
とじん【都塵】
とする【賭する】
とすれば
とせい【渡世】
とせい【都政】
とせん【渡船】
とぜつ【途絶】
とそ【屠蘇】
とそう【塗装】
とたん【途端】
とたんのくるしみ【塗炭の苦しみ】
とたんのくるしみ【塗炭の苦しみ】
とだえる【途絶える跡絶える】
とだな【戸棚】
とち【土地】
とち【土地】
とち【栃】
とちかいあげ【(政府の)土地買い上げ】
とちかいはつ【土地(の)開発】
とちかかく【土地(の)価格】
とちがこうかだ【土地が高価だ】
とちしょゆう【土地所有(権)】
とちしょゆうけんのいてん【土地所有権の移転】
とちしょゆうしゃ【土地所有者】
とちじ【都知事】
とちとりひき【土地取引】
とちとりひき【土地取引】
とちとりひきのさんこう【土地取引の参考】
とちのちんたいしゃく【土地の賃貸借】
